0,1,2,3,4,5,6,7
10/22/2023,22:00,DFW,Dallas-Fort Worth International,DFW Airport,TX,B30,23
,,,,,,C21,7
,,,,,,D18,42
,,,,,,D30,76
,,,,,,E18,172
,,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-2,22
,,,,,,Red 3,57
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,0
,,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,6
,,,,,,CKPT-B1,5
,,,,,,CKPT-B3,440
,,,,,,CKPT-C1,157
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,15
,,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,127
,,FLL,Fort Lauderdale/Hollywood International,Fort Lauderdale,FL,T2 Checkpoint,8
,,,,,,T3F Checkpoint,47
,,,,,,T4 Checkpoint,155
,,GEG,Spokane International,Spokane,WA,GEG-A/B,31
,,GFK,Grand Forks International,Grand Forks,ND,Gate,42
,,GUM,Guam International,Tamuning,GU,GUM01,40
,,HNL,Daniel K Inouye International,Honolulu,HI,HNL03,51
,,,,,,Makai,0
,,HOU,William P Hobby,Houston,TX,CENTRAL,14
,,IAD,Washington Dulles International,Dulles,VA,East Mezzanine,16
,,,,,,Passenger Screening Area:  PreCheck,60
,,IAH,George Bush Intercontinental/Houston,Houston,TX,12/AS Terminal,141
,,,,,,30/CN Terminal,39
,,,,,,40/D Terminal,184
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,30
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,13
,,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,714
,,,,,,Terminal 4 Main,591
,,,,,,Terminal 5,95
,,,,,,Terminal 7,184
,,,,,,Terminal 8,248
,,KOA,Ellison Onizuka Kona International at Keahole,Kailua-Kona,HI,KOA03,35
,,LAS,Harry Reid International,Las Vegas,NV,Term 1 - AB,629
,,,,,,Term 1 - C,191
,,,,,,Term 1 - D,494
,,,,,,Terminal 3 - E Upper,859
,,LAX,Los Angeles International,Los Angeles,CA,Suites,5
,,,,,,TBIT Main Checkpoint,"1,419"
,,,,,,TBIT MSC - Passenger,71
,,,,,,Terminal 1.5 – Passenger,228
,,,,,,Terminal 3 - Delta One,15
,,,,,,Terminal 3 - Passenger,526
,,,,,,Terminal 4 - Passenger,254
,,,,,,Terminal 5 - Passenger,359
,,,,,,Terminal 5A - Passenger,133
,,,,,,Terminal 6 - Passenger,107
,,,,,,Terminal 7 - Passenger,553
,,LGA,LaGuardia,Flushing,NY,TA CHK,79
,,,,,,TB-CHK,30
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/22/2023,22:00,LGA,LaGuardia,Flushing,NY,TC CHK West,29
,,LGB,Long Beach (Daugherty Field),Long Beach,CA,Checkpoint,0
,,MCI,Kansas City International,Kansas City,MO,Passenger Screening Checkpoint,26
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,6
,,,,,,SOUTH Checkpoint,62
,,,,,,WEST Checkpoint,183
,,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,10
,,MIA,Miami International,Miami,FL,Central-E,16
,,,,,,Central-FA-Upper,2
,,,,,,Central-G,6
,,,,,,North 2,101
,,,,,,South-J1,227
,,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,South CP,48
,,MSY,Louis Armstrong New Orleans International,Kenner,LA,MSY01,42
,,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,55
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,6
,,ONT,Ontario International,Ontario,CA,T2,471
,,,,,,T4,90
,,ORD,Chicago O'Hare International,Chicago,IL,1,3
,,,,,,10,286
,,,,,,4B,23
,,,,,,6A,35
,,,,,,7A,51
,,PDX,Portland International,Portland,OR,PDX A/B/C,112
,,,,,,PDX D/E,398
,,PHL,Philadelphia International,Philadelphia,PA,Checkpoint D\E,12
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,698
,,,,,,T-4 A,332
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,35
,,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 2 Checkpoint,21
,,SAN,San Diego International,San Diego,CA,CKPT-2,1
,,,,,,CKPT-3,8
,,,,,,CKPT-5,27
,,,,,,CKPT-6,0
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 2,537
,,,,,,SCP 3,592
,,SFO,San Francisco International,San Francisco,CA,Employee Security Checkpoint F,11
,,,,,,Security Checkpoint A,"1,083"
,,,,,,Security Checkpoint B,426
,,,,,,Security Checkpoint D,366
,,,,,,Security Checkpoint F-1,688
,,,,,,Security Checkpoint G,293
,,SGF,Springfield-Branson National,Springfield,MO,Main Checkpoint,0
,,SJC,Norman Y Mineta San Jose International,San Jose,CA,Terminal A,6
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,188
,,SLC,Salt Lake City International,Salt Lake City,UT,International,19
,,,,,,Main,906
,,SMF,Sacramento International,Sacramento,CA,Central B,141
,,,,,,Terminal A,279
,,STL,St Louis Lambert International,St Louis,MO,T2-E,9
,,TPA,Tampa International,Tampa,FL,TPA E,91
,23:00,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,15
,,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,319
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/22/2023,23:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,F Departure Checkpoint,8
,,,,,,Main Checkpoint,277
,,AUS,Austin-Bergstrom International,Austin,TX,AUS01,20
,,,,,,AUSST,1
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,3
,,BOS,General Edward Lawrence Logan International,East Boston,MA,C2,4
,,,,,,E2,134
,,BQN,Rafael Hernandez,Aguadilla,PR,Rafael Hernandez Air,103
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,0
,,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,2
,,,,,,North Checkpoint,12
,,DEN,Denver International,Denver,CO,South,379
,,DFW,Dallas-Fort Worth International,DFW Airport,TX,E18,69
,,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-2,125
,,,,,,Red 3,16
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,0
,,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,17
,,,,,,CKPT-B3,64
,,,,,,CKPT-C1,62
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,55
,,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,235
,,FLL,Fort Lauderdale/Hollywood International,Fort Lauderdale,FL,T2 Checkpoint,0
,,,,,,T3F Checkpoint,9
,,,,,,T4 Checkpoint,34
,,GUM,Guam International,Tamuning,GU,GUM01,22
,,HNL,Daniel K Inouye International,Honolulu,HI,HNL03,4
,,,,,,Makai,0
,,IAD,Washington Dulles International,Dulles,VA,Passenger Screening Area:  PreCheck,40
,,IAH,George Bush Intercontinental/Houston,Houston,TX,12/AS Terminal,25
,,,,,,30/CN Terminal,18
,,,,,,40/D Terminal,52
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,8
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,0
,,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,729
,,,,,,Terminal 4 Main,525
,,,,,,Terminal 5,24
,,,,,,Terminal 7,139
,,,,,,Terminal 8,102
,,LAS,Harry Reid International,Las Vegas,NV,Term 1 - AB,250
,,,,,,Term 1 - C,73
,,,,,,Term 1 - D,201
,,,,,,Terminal 3 - E Upper,550
,,LAX,Los Angeles International,Los Angeles,CA,Suites,5
,,,,,,TBIT Main Checkpoint,"1,038"
,,,,,,Terminal 1.5 – Passenger,116
,,,,,,Terminal 3 - Delta One,17
,,,,,,Terminal 3 - Passenger,106
,,,,,,Terminal 4 - Passenger,74
,,,,,,Terminal 5 - Passenger,207
,,,,,,Terminal 6 - Passenger,4
,,,,,,Terminal 7 - Passenger,105
,,LGA,LaGuardia,Flushing,NY,TB-CHK,20
,,,,,,TC CHK West,8
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/22/2023,23:00,LGB,Long Beach (Daugherty Field),Long Beach,CA,Checkpoint,0
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,0
,,,,,,SOUTH Checkpoint,16
,,,,,,WEST Checkpoint,6
,,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,6
,,MIA,Miami International,Miami,FL,North 2,14
,,,,,,South-J1,144
,,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,South CP,80
,,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,11
,,ONT,Ontario International,Ontario,CA,T2,87
,,,,,,T4,110
,,ORD,Chicago O'Hare International,Chicago,IL,10,323
,,,,,,4B,11
,,,,,,6A,17
,,PDX,Portland International,Portland,OR,PDX A/B/C,20
,,,,,,PDX D/E,127
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,68
,,,,,,T-4 A,204
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,2
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 2,29
,,,,,,SCP 3,290
,,SFO,San Francisco International,San Francisco,CA,Employee Security Checkpoint F,6
,,,,,,Security Checkpoint A,902
,,,,,,Security Checkpoint B,45
,,,,,,Security Checkpoint D,185
,,,,,,Security Checkpoint F-1,97
,,,,,,Security Checkpoint G,170
,,SGF,Springfield-Branson National,Springfield,MO,Main Checkpoint,0
,,SJC,Norman Y Mineta San Jose International,San Jose,CA,Terminal A,5
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,285
,,SLC,Salt Lake City International,Salt Lake City,UT,Main,107
,,SMF,Sacramento International,Sacramento,CA,Central B,106
,,,,,,Terminal A,58
,,TPA,Tampa International,Tampa,FL,TPA E,21
10/23/2023,00:00,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,277
,,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,Main Checkpoint,40
,,AUS,Austin-Bergstrom International,Austin,TX,AUS01,5
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,0
,,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,0
,,,,,,North Checkpoint,1
,,DEN,Denver International,Denver,CO,North,0
,,,,,,South,60
,,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-2,14
,,,,,,Red 3,10
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,0
,,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,8
,,,,,,CKPT-B3,23
,,,,,,CKPT-C1,20
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,126
,,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,125
,,GSN,Francisco C Ada/Saipan International,Saipan,MP,GSN01,41
,,GUM,Guam International,Tamuning,GU,GUM01,158
,,IAD,Washington Dulles International,Dulles,VA,Passenger Screening Area:  PreCheck,325
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/23/2023,00:00,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,7
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,0
,,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,96
,,,,,,Terminal 4 Main,347
,,,,,,Terminal 5,18
,,,,,,Terminal 7,101
,,,,,,Terminal 8,169
,,LAS,Harry Reid International,Las Vegas,NV,Term 1 - AB,41
,,,,,,Term 1 - D,56
,,,,,,Terminal 3 - E Upper,244
,,LAX,Los Angeles International,Los Angeles,CA,TBIT Main Checkpoint,226
,,,,,,Terminal 1.5 – Passenger,3
,,,,,,Terminal 3 - Passenger,9
,,,,,,Terminal 4 - Passenger,4
,,,,,,Terminal 5 - Passenger,25
,,,,,,Terminal 7 - Passenger,13
,,LGA,LaGuardia,Flushing,NY,TB-CHK,9
,,,,,,TC CHK West,3
,,LGB,Long Beach (Daugherty Field),Long Beach,CA,Checkpoint,0
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,0
,,,,,,WEST Checkpoint,0
,,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,1
,,MEM,Memphis International,Memphis,TN,Int'l Arrivals,0
,,MIA,Miami International,Miami,FL,North 2,25
,,,,,,South-J1,29
,,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,South CP,18
,,ONT,Ontario International,Ontario,CA,T2,19
,,,,,,T4,27
,,ORD,Chicago O'Hare International,Chicago,IL,10,276
,,,,,,4B,19
,,,,,,6A,27
,,PDX,Portland International,Portland,OR,PDX A/B/C,3
,,,,,,PDX D/E,4
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,13
,,,,,,T-4 A,5
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,3
,,PSE,Mercedita,Ponce,PR,Mercedita Airport,46
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,69
,,SFO,San Francisco International,San Francisco,CA,Security Checkpoint A,137
,,,,,,Security Checkpoint B,4
,,,,,,Security Checkpoint D,36
,,,,,,Security Checkpoint F-1,22
,,,,,,Security Checkpoint G,5
,,SGF,Springfield-Branson National,Springfield,MO,Main Checkpoint,0
,,SJC,Norman Y Mineta San Jose International,San Jose,CA,Terminal A,0
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,288
,,SLC,Salt Lake City International,Salt Lake City,UT,Main,15
,01:00,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,15
,,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,Main Checkpoint,34
,,AUS,Austin-Bergstrom International,Austin,TX,AUS01,28
,,BQN,Rafael Hernandez,Aguadilla,PR,Rafael Hernandez Air,189
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,0
,,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,0
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/23/2023,01:00,DCA,Ronald Reagan Washington National,Arlington,VA,North Checkpoint,4
,,DEN,Denver International,Denver,CO,South,34
,,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-2,4
,,,,,,Red 3,10
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,0
,,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,14
,,,,,,CKPT-B3,7
,,,,,,CKPT-C1,19
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,23
,,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,55
,,GSN,Francisco C Ada/Saipan International,Saipan,MP,GSN01,205
,,GUM,Guam International,Tamuning,GU,GUM01,99
,,IAD,Washington Dulles International,Dulles,VA,Passenger Screening Area:  PreCheck,163
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,0
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,0
,,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,1
,,,,,,Terminal 4 Main,384
,,,,,,Terminal 5,86
,,,,,,Terminal 7,0
,,,,,,Terminal 8,4
,,LAS,Harry Reid International,Las Vegas,NV,Term 1 - D,67
,,,,,,Terminal 3 - E Upper,41
,,LGA,LaGuardia,Flushing,NY,TB-CHK,3
,,,,,,TC CHK West,1
,,LGB,Long Beach (Daugherty Field),Long Beach,CA,Checkpoint,0
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,0
,,,,,,WEST Checkpoint,0
,,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,1
,,MIA,Miami International,Miami,FL,North 2,11
,,,,,,South-J1,18
,,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,South CP,12
,,ORD,Chicago O'Hare International,Chicago,IL,10,86
,,,,,,4B,11
,,,,,,6A,13
,,PDX,Portland International,Portland,OR,PDX A/B/C,0
,,,,,,PDX D/E,0
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,16
,,,,,,T-4 A,17
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,6
,,PSE,Mercedita,Ponce,PR,Mercedita Airport,138
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,69
,,SFO,San Francisco International,San Francisco,CA,Security Checkpoint A,2
,,,,,,Security Checkpoint G,1
,,SGF,Springfield-Branson National,Springfield,MO,Main Checkpoint,0
,,SJC,Norman Y Mineta San Jose International,San Jose,CA,Terminal A,0
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,114
,02:00,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,33
,,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,Main Checkpoint,67
,,AUS,Austin-Bergstrom International,Austin,TX,AUS01,77
,,,,,,AUS03,7
,,BQN,Rafael Hernandez,Aguadilla,PR,Rafael Hernandez Air,37
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,0
,,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,4
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/23/2023,02:00,DCA,Ronald Reagan Washington National,Arlington,VA,North Checkpoint,9
,,DEN,Denver International,Denver,CO,South,93
,,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-2,39
,,,,,,Red 3,27
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,0
,,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,36
,,,,,,CKPT-B3,0
,,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,63
,,GSN,Francisco C Ada/Saipan International,Saipan,MP,GSN01,231
,,GUM,Guam International,Tamuning,GU,GUM01,29
,,IAD,Washington Dulles International,Dulles,VA,Passenger Screening Area:  PreCheck,48
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,7
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,0
,,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,1
,,,,,,Terminal 4 Main,132
,,,,,,Terminal 5,171
,,,,,,Terminal 7,0
,,,,,,Terminal 8,9
,,LAS,Harry Reid International,Las Vegas,NV,Term 1 - D,118
,,LGA,LaGuardia,Flushing,NY,TB-CHK,59
,,,,,,TC CHK West,4
,,LGB,Long Beach (Daugherty Field),Long Beach,CA,Checkpoint,0
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,0
,,,,,,WEST Checkpoint,0
,,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,1
,,MIA,Miami International,Miami,FL,North 2,33
,,,,,,South-J1,6
,,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,South CP,17
,,ORD,Chicago O'Hare International,Chicago,IL,10,25
,,,,,,4B,30
,,,,,,6A,34
,,PDX,Portland International,Portland,OR,PDX A/B/C,2
,,,,,,PDX D/E,3
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,23
,,,,,,T-4 A,40
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,22
,,PSE,Mercedita,Ponce,PR,Mercedita Airport,1
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 3,61
,,SGF,Springfield-Branson National,Springfield,MO,Main Checkpoint,0
,,SJC,Norman Y Mineta San Jose International,San Jose,CA,Terminal A,0
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,248
,03:00,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,0
,,ABI,Abilene Regional,Abilene,TX,ABIA,41
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,112
,,ALB,Albany International,Albany,NY,Main Checkpoint,16
,,ALW,Walla Walla Regional,Walla Walla,WA,ALW Main,21
,,AMA,Rick Husband Amarillo International,Amarillo,TX,AMA30,51
,,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,88
,,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,Main Checkpoint,543
,,,,,,New T North Checkpoint,41
,,AUS,Austin-Bergstrom International,Austin,TX,AUS01,811
,,,,,,AUS02E,113
,,,,,,AUS02W,188
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/23/2023,03:00,AUS,Austin-Bergstrom International,Austin,TX,AUS03,115
,,AVP,Wilkes-Barre/Scranton International,Avoca,PA,Checkpoint,37
,,BDL,Bradley International,Windsor Locks,CT,A1,177
,,BFL,Meadows Field,Bakersfield,CA,BFL01,30
,,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,Central,92
,,BIL,Billings Logan International,Billings,MT,BILM,19
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,51
,,BLI,Bellingham International,Bellingham,WA,BLIZ,55
,,BNA,Nashville International,Nashville,TN,BNA Central,"1,013"
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,27
,,BOS,General Edward Lawrence Logan International,East Boston,MA,A1,70
,,,,,,B1,305
,,,,,,B5,298
,,,,,,C2,381
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,0
,,BUF,Buffalo Niagara International,Cheektowaga,NY,Main Checkpoint,142
,,BWI,Baltimore/Washington International Thurgood Marshall,BWI Airport,MD,B Checkpoint,118
,,,,,,C Checkpoint,76
,,,,,,D/E Checkpoint,245
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,31
,,CID,The Eastern Iowa,Cedar Rapids,IA,CID Passenger,56
,,CLE,Cleveland-Hopkins International,Cleveland,OH,South,180
,,CLL,Easterwood Field,College Station,TX,CLL01,24
,,CLT,Charlotte/Douglas International,Charlotte,NC,A Checkpoint,280
,,,,,,C Checkpoint,88
,,CMH,John Glenn Columbus International,Columbus,OH,B,61
,,CVG,Cincinnati/Northern Kentucky International,Hebron,KY,T3-MCP,203
,,CWA,Central Wisconsin,Mosinee,WI,Checkpoint,21
,,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,25
,,,,,,North Checkpoint,425
,,DEN,Denver International,Denver,CO,North,123
,,,,,,South,"1,098"
,,DFW,Dallas-Fort Worth International,DFW Airport,TX,C21,118
,,,,,,D30,95
,,,,,,E18,100
,,,,,,E8,24
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,26
,,DSM,Des Moines International,Des Moines,IA,DSM Passenger (Alpha),79
,,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-2,224
,,,,,,Red 3,144
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,200
,,EUG,Mahlon Sweet Field,Eugene,OR,EUGZ,170
,,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,337
,,,,,,CKPT-B1,181
,,,,,,CKPT-B2,4
,,,,,,CKPT-B3,1
,,,,,,CKPT-C1,212
,,FAR,Hector International,Fargo,ND,Gate,98
,,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,38
,,FLL,Fort Lauderdale/Hollywood International,Fort Lauderdale,FL,T1 Checkpoint,146
,,,,,,T3E Checkpoint,139
,,,,,,T3F Checkpoint,66
,,FSD,Joe Foss Field,Sioux Falls,SD,Gate,133
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/23/2023,03:00,GEG,Spokane International,Spokane,WA,GEG-A/B,98
,,,,,,GEGC,114
,,GFK,Grand Forks International,Grand Forks,ND,Gate,20
,,GPT,Gulfport-Biloxi International,Gulfport,MS,GPT-A,9
,,GRK,Robert Gray AAF,Killeen,TX,GRK01,18
,,GSN,Francisco C Ada/Saipan International,Saipan,MP,GSN01,135
,,GSP,Greenville Spartanburg International,Greer,SC,Checkpoint,27
,,GUM,Guam International,Tamuning,GU,GUM01,16
,,HOU,William P Hobby,Houston,TX,CENTRAL,325
,,HRL,Valley International,Harlingen,TX,HRL01,0
,,IAD,Washington Dulles International,Dulles,VA,East Mezzanine,15
,,,,,,Passenger Screening Area:  PreCheck,216
,,IAH,George Bush Intercontinental/Houston,Houston,TX,10/AN Terminal,245
,,,,,,12/AS Terminal,373
,,,,,,30/CN Terminal,176
,,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,Wichita Main,87
,,ILM,Wilmington International,Wilmington,NC,Terminal,40
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,102
,,,,,,Checkpoint B,161
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,68
,,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,43
,,,,,,Terminal 4 Main,172
,,,,,,Terminal 5,403
,,,,,,Terminal 7,0
,,,,,,Terminal 8,206
,,JNU,Juneau International,Juneau,AK,JNU-01,16
,,LAS,Harry Reid International,Las Vegas,NV,Term 1 - AB,693
,,,,,,Term 1 - C,71
,,,,,,Term 1 - CX,539
,,,,,,Term 1 - D,463
,,,,,,Terminal 3 - E Upper,356
,,LAX,Los Angeles International,Los Angeles,CA,Terminal 1 - Passenger,226
,,,,,,Terminal 1.5 – Passenger,293
,,,,,,Terminal 3 - Passenger,71
,,,,,,Terminal 4 - Passenger,48
,,,,,,Terminal 5 - Passenger,111
,,,,,,Terminal 7 - Passenger,282
,,LBB,Lubbock Preston Smith International,Lubbock,TX,LBBA,26
,,LGA,LaGuardia,Flushing,NY,TA CHK,46
,,,,,,TB-CHK,364
,,,,,,TC CHK West,129
,,LGB,Long Beach (Daugherty Field),Long Beach,CA,Checkpoint,0
,,MAF,Midland International Air And Space Port,Midland,TX,MAFA,118
,,MBS,MBS International,Freeland,MI,Passenger Terminal,0
,,MCI,Kansas City International,Kansas City,MO,Passenger Screening Checkpoint,600
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,195
,,,,,,SOUTH Checkpoint,130
,,,,,,WEST Checkpoint,695
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,11
,,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,560
,,MEM,Memphis International,Memphis,TN,MEM-B,118
,,MFE,Mc Allen Miller International,McAllen,TX,MFE01,41
,,MFR,Rogue Valley International - Medford,Medford,OR,MFRZ,139
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/23/2023,03:00,MIA,Miami International,Miami,FL,Central-FA-Upper,67
,,,,,,Central-G,39
,,,,,,North 2,255
,,,,,,South-J1,77
,,MKE,General Mitchell International,Milwaukee,WI,CONC C,118
,,,,,,CONC D,81
,,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,North CP,69
,,,,,,South CP,304
,,,,,,T2 CP1,153
,,MSY,Louis Armstrong New Orleans International,Kenner,LA,MSY01,586
,,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,63
,,,,,,TERM2,298
,,OKC,Will Rogers World,Oklahoma City,OK,Main Checkpoint,334
,,ONT,Ontario International,Ontario,CA,T2,154
,,,,,,T4,21
,,ORD,Chicago O'Hare International,Chicago,IL,1,57
,,,,,,10,125
,,,,,,3A,5
,,,,,,4B,52
,,,,,,5,38
,,,,,,6A,104
,,,,,,7,245
,,,,,,7A,152
,,,,,,9,207
,,PDX,Portland International,Portland,OR,PDX A/B/C,214
,,,,,,PDX D/E,279
,,PHL,Philadelphia International,Philadelphia,PA,Checkpoint B,170
,,,,,,Checkpoint D\E,681
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,303
,,,,,,T-4 A,365
,,,,,,T-4 C,323
,,,,,,T-4 D,421
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,372
,,PNS,Pensacola International,Pensacola,FL,PNS-A,41
,,PSC,Tri-Cities,Pasco,WA,PSC Main,44
,,PSP,Palm Springs International,Palm Springs,CA,PSP01,24
