0,1,2,3,4,5,6,7
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,377
,,NYL,Yuma MCAS/Yuma International,Yuma,AZ,YUM01,31
,,OAJ,Albert J Ellis,Richlands,NC,Terminal,36
,,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,197
,,,,,,TERM2,429
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,232
,,,,,,OGG02,178
,,OKC,Will Rogers World,Oklahoma City,OK,Main Checkpoint,464
,,OMA,Eppley Airfield,Omaha,NE,Terminal A,216
,,,,,,Terminal B,243
,,OME,Nome,Nome,AK,OME-01,58
,,ONT,Ontario International,Ontario,CA,T2,334
,,,,,,T4,503
,,ORD,Chicago O'Hare International,Chicago,IL,1,698
,,,,,,10,"1,251"
,,,,,,10A,0
,,,,,,2,"1,113"
,,,,,,3A,215
,,,,,,4B,49
,,,,,,5,191
,,,,,,6,226
,,,,,,6A,144
,,,,,,7,251
,,,,,,7A,454
,,,,,,8,210
,,,,,,9,281
,,ORF,Norfolk International,Norfolk,VA,Conc. A Checkpoint,198
,,,,,,Conc. B Checkpoint,300
,,PAE,Snohomish County (Paine Field),Snohomish County,WA,PAE Main,27
,,PBI,Palm Beach International,West Palm Beach,FL,PBI A/B,369
,,,,,,PBI C,684
,,PDX,Portland International,Portland,OR,PDX A/B/C,622
,,,,,,PDX D/E,846
,,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,274
,,PHF,Newport News/Williamsburg International,Newport News,VA,PHF Checkpoint,49
,,PHL,Philadelphia International,Philadelphia,PA,A East,259
,,,,,,A West Sec 7,104
,,,,,,Checkpoint B,447
,,,,,,Checkpoint C,425
,,,,,,Checkpoint D\E,"1,113"
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/25/2023,09:00,PHL,Philadelphia International,Philadelphia,PA,Checkpoint F,159
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,"1,281"
,,,,,,T-4 A,678
,,,,,,T-4 B,598
,,,,,,T-4 C,551
,,,,,,T-4 D,557
,,PIA,General Downing - Peoria International,Peoria,IL,Checkpoint A,35
,,PIE,St Pete-Clearwater International,Clearwater,FL,PIE A,130
,,,,,,PIE B,217
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,902
,,PNS,Pensacola International,Pensacola,FL,PNS-A,390
,,PSC,Tri-Cities,Pasco,WA,PSC Main,162
,,PSE,Mercedita,Ponce,PR,Mercedita Airport,120
,,PSM,Portsmouth International at Pease,Portsmouth,NH,Gate 1,24
,,PSP,Palm Springs International,Palm Springs,CA,PSP01,537
,,PVD,Rhode Island TF Green International,Warwick,RI,Checkpoint A,291
,,PVU,Provo Municipal,Utah County,UT,Checkpoint 1,133
,,PWM,Portland International Jetport,Portland,ME,Terminal 2,269
,,RAP,Rapid City Regional,Rapid City,SD,1,59
,,RDM,Roberts Field,Redmond,OR,RDMZ,96
,,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 1 Checkpoint,205
,,,,,,Terminal 2 Checkpoint,"1,126"
,,RIC,Richmond International,Richmond,VA,RIC Concourse A,294
,,,,,,RIC Concourse B,184
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,610
,,ROA,Roanoke/Blacksburg Regional (Woodrum Field),Roanoke,VA,ROA01,96
,,ROC,Frederick Douglass/Greater Rochester International,Rochester,NY,Checkpoint,298
,,RST,Rochester International,Rochester,MN,Main Checkpoint,16
,,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint B Lower,219
,,,,,,Checkpoint C Lower,194
,,,,,,Checkpoint C Upper,100
,,,,,,Checkpoint D Lower,315
,,SAF,Santa Fe Municipal,Santa Fe,NM,Checkpoint 1,52
,,SAN,San Diego International,San Diego,CA,CKPT-2,379
,,,,,,CKPT-3,582
,,,,,,CKPT-5,942
,,,,,,CKPT-6,"1,233"
,,SAT,San Antonio International,San Antonio,TX,SAT01,734
,,,,,,SAT02,285
,,SAV,Savannah/Hilton Head International,Savannah,GA,SAV-A,431
,,SAW,Sawyer International,Gwinn,MI,Gate,0
,,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,118
,,SBN,South Bend International,South Bend,IN,A CONC,7
,,SBP,San Luis County Regional,San Luis Obispo,CA,SBP01,66
,,SCC,Deadhorse,Prudhoe Bay,AK,SCC-01,5
,,SDF,Louisville Muhammad Ali International,Louisville,KY,SDF-A,607
,,SDY,Sidney-Richland Regional,Sidney,MT,Checkpoint 1,0
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP  IAF,24
,,,,,,SCP 1,414
,,,,,,SCP 2,586
,,,,,,SCP 3,753
,,,,,,SCP 4,888
,,,,,,SCP 5,557
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/25/2023,09:00,SFB,Orlando Sanford International,Sanford,FL,SFB-02,211
,,SFO,San Francisco International,San Francisco,CA,Employee Security Checkpoint D,51
,,,,,,Employee Security Checkpoint F,60
,,,,,,Security Checkpoint A,491
,,,,,,Security Checkpoint B,802
,,,,,,Security Checkpoint D,840
,,,,,,Security Checkpoint F-1,"1,311"
,,,,,,Security Checkpoint G,474
,,SGF,Springfield-Branson National,Springfield,MO,Main Checkpoint,104
,,SGU,St George Regional,St. George,UT,SGUZ,43
,,SHR,Sheridan County,Sheridan,WY,SHR 01,25
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,92
,,SJC,Norman Y Mineta San Jose International,San Jose,CA,Terminal A,434
,,,,,,Terminal B North,607
,,SJT,San Angelo Regional/Mathis Field,San Angelo,TX,SJTA,60
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint 5,272
,,,,,,Checkpoint BC,295
,,SLC,Salt Lake City International,Salt Lake City,UT,International,235
,,,,,,Main,"1,918"
,,SMF,Sacramento International,Sacramento,CA,Central B,615
,,,,,,Terminal A,499
,,SNA,John Wayne/Orange County,Santa Ana,CA,CKPT A,478
,,,,,,CKPT B,393
,,,,,,CKPT C,498
,,SRQ,Sarasota/Bradenton International,Sarasota,FL,SRQ B,619
,,STL,St Louis Lambert International,St Louis,MO,T1-A,346
,,,,,,T1-C,197
,,,,,,T2-E,396
,,,,,,T2-F,327
,,STS,Charles M Schulz - Sonoma County,Santa Rosa,CA,STS01,10
,,STT,Cyril E King,St Thomas,VI,STT B,19
,,STX,Henry E Rohlsen,Christiansted,VI,STX-B,6
,,SWF,New York Stewart International,New  Windor,NY,Main Checkpoint,0
,,SYR,Syracuse Hancock International,North Syracuse,NY,Central,88
,,TLH,Tallahassee International,Tallahassee,FL,TLH A,119
,,TPA,Tampa International,Tampa,FL,TPA A,425
,,,,,,TPA C,628
,,,,,,TPA E,510
,,,,,,TPA F,214
,,TRI,Tri-Cities,Blountville,TN,TRI-A,69
,,TTN,Trenton Mercer,Mercer,NJ,767,71
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,283
,,TUS,Tucson International,Tucson,AZ,ACP,283
,,,,,,BCP,378
,,TVC,Cherry Capital,Traverse City,MI,TVC1,16
,,TXK,Texarkana Regional-Webb Field,Texarkana,AR,TXK01,49
,,TYR,Tyler Pounds Regional,Tyler,TX,TYR01,47
,,TYS,Mc Ghee Tyson,Alcoa,TN,Checkpoint 1,298
,,VPS,Eglin AFB/Destin-Ft Walton Beach,Eglin Air Force Base,FL,VPS-A,225
,,,,,,VPS-C,16
,,VRB,Vero Beach Regional,Vero Beach,FL,Checkpoint 1,41
,,XNA,Northwest Arkansas National,Bentonville,AR,Checkpoint 2,180
,,XWA,Williston Basin International,Williston,ND,Main Checkpoint,39
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/25/2023,10:00,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,168
,,ABI,Abilene Regional,Abilene,TX,ABIA,1
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,827
,,ACK,Nantucket Memorial,Nantucket,MA,Main Terminal - 1,47
,,ACY,Atlantic City International,Pleasantville,NJ,Overflow Checkpoint,46
,,AGS,Augusta Regional at Bush Field,Augusta,GA,AGS-1,37
,,ALB,Albany International,Albany,NY,Main Checkpoint,607
,,AMA,Rick Husband Amarillo International,Amarillo,TX,AMA30,157
,,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,244
,,ASE,Aspen-Pitkin County/Sardy Field,Aspen,CO,Checkpoint 1,29
,,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,F Arrival Checkpoint,36
,,,,,,F Departure Checkpoint,415
,,,,,,Lower North Checkpoint,190
,,,,,,Main Checkpoint,"1,279"
,,,,,,New T North Checkpoint,547
,,,,,,T South Checkpoint,"1,065"
,,ATW,Appleton International,Appleton,WI,Checkpoint,135
,,AUG,Augusta State,Augusta,ME,Gate 1,4
,,AUS,Austin-Bergstrom International,Austin,TX,AUS01,"1,001"
,,,,,,AUS02E,211
,,,,,,AUS02W,333
,,,,,,AUS03,205
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,234
,,AVP,Wilkes-Barre/Scranton International,Avoca,PA,Checkpoint,74
,,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,Main,46
,,BDL,Bradley International,Windsor Locks,CT,A1,662
,,BFL,Meadows Field,Bakersfield,CA,BFL01,11
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,74
,,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,Central,227
,,BIL,Billings Logan International,Billings,MT,BILM,34
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,34
,,BKW,Raleigh County Memorial,Beaver,WV,Checkpoint A,1
,,BLI,Bellingham International,Bellingham,WA,BLIZ,54
,,BLV,Scott AFB/Midamerica St Louis,Mascoutah,IL,Checkpoint A,52
,,BMI,Central Illinois Regional/Bloomington-Normal,Bloomington,IL,Checkpoint A,2
,,BNA,Nashville International,Nashville,TN,BNA Central,"1,415"
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,631
,,BOS,General Edward Lawrence Logan International,East Boston,MA,A1,743
,,,,,,B1,602
,,,,,,B5,936
,,,,,,C2,828
,,,,,,E2,479
,,BRD,Brainerd Lakes Regional,Brainerd,MN,Gate,35
,,BRO,Brownsville/South Padre Island International,Brownsville,TX,BROA,18
,,BTR,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,LA,BTR01,107
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,250
,,BUF,Buffalo Niagara International,Cheektowaga,NY,Main Checkpoint,707
,,BUR,Bob Hope,Burbank,CA,BUR01,486
,,,,,,BUR02,111
,,BWI,Baltimore/Washington International Thurgood Marshall,BWI Airport,MD,A Checkpoint,203
,,,,,,B Checkpoint,637
,,,,,,C Checkpoint,189
,,,,,,D/E Checkpoint,351
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/25/2023,10:00,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,178
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,111
,,CAK,Akron-Canton Regional,North Canton,OH,Main,8
,,CDC,Cedar City Regional,Cedar City,UT,Screening Checkpoint,13
,,CHA,Lovell Field,Chattanooga,TN,CHA-A,55
,,CHO,Charlottesville-Albemarle,Charlottesville,VA,CHO - Checkpoint,113
,,CHS,Charleston AFB/International,Charleston,SC,Checkpoint,667
,,CID,The Eastern Iowa,Cedar Rapids,IA,CID Passenger,277
,,CLE,Cleveland-Hopkins International,Cleveland,OH,Central,276
,,,,,,North,246
,,,,,,South,266
,,CLT,Charlotte/Douglas International,Charlotte,NC,A Checkpoint,480
,,,,,,C Checkpoint,774
,,,,,,D Checkpoint,233
,,,,,,E Checkpoint,482
,,CMH,John Glenn Columbus International,Columbus,OH,A,269
,,,,,,B,363
,,,,,,C,205
,,CMI,University Of Illinois/Willard,Savoy,IL,Checkpoint A,48
,,COS,City Of Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,293
,,COU,Columbia Regional,Columbia,MO,Gate 1 Hold Area,68
,,CPR,Casper/Natrona County International,Casper,WY,CPR 01,56
,,CRP,Corpus Christi International,Corpus Christi,TX,CRP01,85
,,CRW,West Virginia International Yeager,Charleston,WV,CRW01,108
,,CVG,Cincinnati/Northern Kentucky International,Hebron,KY,T3-MCP,463
,,CWA,Central Wisconsin,Mosinee,WI,Checkpoint,20
,,DAB,Daytona Beach International,Daytona Beach,FL,DAB A,167
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,671
,,DAY,James M Cox Dayton International,Dayton,OH,Main,157
,,DBQ,Dubuque Regional,Dubuque,IA,DBQ Passenger,21
,,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,413
,,,,,,North Checkpoint,871
,,,,,,South Checkpoint,657
,,DDC,Dodge City Regional,Dodge City,KS,DDC-1,10
,,DEN,Denver International,Denver,CO,A Bridge,599
,,,,,,North,"1,332"
,,,,,,South,"2,364"
,,DFW,Dallas-Fort Worth International,DFW Airport,TX,A12,75
,,,,,,A21,336
,,,,,,A35,160
,,,,,,B30,174
,,,,,,B9,245
,,,,,,C10,188
,,,,,,C21,492
,,,,,,C30,136
,,,,,,D18,448
,,,,,,D22,405
,,,,,,D30,289
,,,,,,E16,203
,,,,,,E18,449
,,,,,,E33,266
,,,,,,E8,267
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,32
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/25/2023,10:00,DRO,Durango-La Plata County,Durango,CO,Checkpoint,103
,,DSM,Des Moines International,Des Moines,IA,DSM Passenger (Alpha),511
,,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-1,289
,,,,,,Blue-2,497
,,,,,,Red 1,445
,,,,,,Red 2,498
,,,,,,Red 3,242
,,,,,,Red 5,150
,,,,,,Red 6,98
,,DUJ,Dubois Regional,Falls Creek,PA,DUJ-01,1
,,DVL,Devils Lake Regional,Devils Lake,ND,Checkpoint,24
,,ECP,Northwest Florida Beaches International,West Bay,FL,Checkpoint 1,247
,,EGE,Eagle County Regional,Eagle,CO,Checkpoint,29
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,579
,,EUG,Mahlon Sweet Field,Eugene,OR,EUGZ,129
,,EVV,Evansville Regional,Evansville,IN,Main Checkpoint,71
,,EWN,Coastal Carolina Regional,New Bern,NC,Terminal,14
,,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,"1,041"
,,,,,,CKPT-B1,323
,,,,,,CKPT-B2,41
,,,,,,CKPT-B3,366
,,,,,,CKPT-C1,"1,125"
,,EYW,Key West International,Key West,FL,EYW Checkpoint,291
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,111
,,FAR,Hector International,Fargo,ND,Gate,92
,,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,195
,,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,Terminal,17
,,FLL,Fort Lauderdale/Hollywood International,Fort Lauderdale,FL,T1 Checkpoint,809
,,,,,,T2 Checkpoint,716
,,,,,,T3E Checkpoint,347
,,,,,,T3F Checkpoint,219
,,,,,,T4 Checkpoint,307
,,FNT,Bishop International,Flint,MI,AOO-01,23
,,FOD,Fort Dodge Regional,Fort Dodge,IA,FOD Passenger,12
,,FSD,Joe Foss Field,Sioux Falls,SD,Gate,191
,,FWA,Fort Wayne International,Ft. Wayne,IN,Gate,134
,,GEG,Spokane International,Spokane,WA,GEG-A/B,231
,,,,,,GEGC,173
,,GFK,Grand Forks International,Grand Forks,ND,Gate,51
,,GJT,Grand Junction Regional,Grand Junction,CO,GJTZ,98
,,GNV,Gainesville Regional,Gainesville,FL,GNV A,29
,,GPI,Glacier Park International,Kalispell,MT,Main Checkpoint,85
,,GPT,Gulfport-Biloxi International,Gulfport,MS,GPT-A,127
,,GRB,Green Bay/Austin Straubel International,Green Bay,WI,Concourse A,63
,,,,,,Concourse B,61
,,GRK,Robert Gray AAF,Killeen,TX,GRK01,15
,,GRR,Gerald R Ford International,Grand Rapids,MI,Central Checkpoint,425
,,GSN,Francisco C Ada/Saipan International,Saipan,MP,GSN01,0
,,GSO,Piedmont Triad International,Greensboro,NC,North Concourse,60
,,,,,,South Concourse,117
,,GSP,Greenville Spartanburg International,Greer,SC,Checkpoint,411
,,GTF,Great Falls International,Great Falls,MT,GTF E/W,42
,,GUM,Guam International,Tamuning,GU,GUM01,91
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/25/2023,10:00,HDN,Yampa Valley,Hayden,CO,HDN A,72
,,HLN,Helena Regional,Helena,MT,HLNZ,5
,,HNL,Daniel K Inouye International,Honolulu,HI,HNL02,189
,,,,,,HNL03,913
,,,,,,HNL04,331
,,,,,,Makai,630
,,,,,,Mauka,461
,,HOU,William P Hobby,Houston,TX,CENTRAL,687
,,HPN,Westchester County,White Plains,NY,Main Terminal,216
,,HRL,Valley International,Harlingen,TX,HRL01,128
,,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,HSV-A,187
,,HTS,Tri-State/Milton J Ferguson Field,Huntington,WV,Main Terminal,105
,,HXD,Hilton Head,Hilton Head Island,SC,Gate,15
,,HYA,Cape Cod Gateway,Hyannis,MA,Gate,6
,,IAD,Washington Dulles International,Dulles,VA,East Mezzanine,916
,,,,,,Employee Checkpoint,110
,,,,,,Passenger Screening Area:  PreCheck,511
,,,,,,West Mezzanine,247
,,IAH,George Bush Intercontinental/Houston,Houston,TX,10/AN Terminal,304
,,,,,,12/AS Terminal,253
,,,,,,20/B Terminal,300
,,,,,,21/B-Employee,65
,,,,,,30/CN Terminal,832
,,,,,,31/CS Terminal,402
,,,,,,40/D Terminal,247
,,,,,,71/FIS Checkpoint,394
,,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,Wichita Main,208
,,ILM,Wilmington International,Wilmington,NC,Terminal,130
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,495
,,,,,,Checkpoint B,423
,,ISP,Long Island Mac Arthur,Ronkonkoma,NY,ISP East,203
,,ITO,Hilo International,Hilo,HI,ITO01,111
,,IWA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,159
,,JAC,Jackson Hole,Jackson,WY,JAC 01,9
,,JAN,Jackson-Medgar Wiley Evers International,Jackson,MS,JAN-East,61
,,,,,,JAN-West,57
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,"1,007"
,,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,458
,,,,,,Terminal 4 FIS CP,346
,,,,,,Terminal 4 Main,"1,323"
,,,,,,Terminal 5,964
,,,,,,Terminal 7,296
,,,,,,Terminal 8,480
,,JNU,Juneau International,Juneau,AK,JNU-01,14
,,JST,John Murtha Johnstown/Cambria County,Johnstown,PA,Main Terminal,17
,,KOA,Ellison Onizuka Kona International at Keahole,Kailua-Kona,HI,KOA03,366
,,KTN,Ketchikan International,Ketchikan,AK,KTN-01,2
,,LAN,Capital Region International,Lansing,MI,Gate,54
,,LAS,Harry Reid International,Las Vegas,NV,Term 1 - AB,835
,,,,,,Term 1 - C,499
,,,,,,Term 1 - CX,"1,110"
,,,,,,Term 1 - D,888
,,,,,,Terminal 3 - E Lower (1),239
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/25/2023,10:00,LAS,Harry Reid International,Las Vegas,NV,Terminal 3 - E Upper,"1,590"
,,LAX,Los Angeles International,Los Angeles,CA,Suites,5
,,,,,,TBIT Main Checkpoint,"1,551"
,,,,,,TBIT MSC - Passenger,51
,,,,,,Terminal 1 - Passenger,297
,,,,,,Terminal 1.5 – Passenger,219
,,,,,,Terminal 3 - Delta One,25
,,,,,,Terminal 3 - Passenger,"1,152"
,,,,,,Terminal 4 - Passenger,568
,,,,,,Terminal 5 - Passenger,477
,,,,,,Terminal 5A - Passenger,294
,,,,,,Terminal 6 - Passenger,434
,,,,,,Terminal 7 - Passenger,948
,,LBB,Lubbock Preston Smith International,Lubbock,TX,LBBA,84
,,LCH,Lake Charles Regional,Lake Charles,LA,LCH01,67
,,LEB,Lebanon Municipal,West Lebanon,NH,GATE 1-2,2
,,LEX,Blue Grass,Lexington,KY,LEX-A,133
,,LFT,Lafayette Regional/Paul Fournet Field,Lafayette,LA,LFT01,82
,,LGA,LaGuardia,Flushing,NY,TA CHK,180
,,,,,,TB-CHK,"1,799"
,,,,,,TC CHK West,"1,411"
,,LGB,Long Beach (Daugherty Field),Long Beach,CA,Checkpoint,386
,,LIH,Lihue,Lihue,HI,LIH01,250
,,LIT,Bill and Hillary Clinton National/Adams Field,Little Rock,AR,LITA,242
,,LNK,Lincoln,Lincoln,NE,North Hold,30
,,LNS,Lancaster,Lititz,PA,Cape Air Hold Area,6
,,LSE,La Crosse Regional,La Crosse,WI,Gate,4
,,LWB,Greenbrier Valley,Lewisburg,WV,Main Terminal,25
,,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,LYH - Checkpoint,51
,,MAF,Midland International Air And Space Port,Midland,TX,MAFA,204
,,MBS,MBS International,Freeland,MI,Passenger Terminal,100
,,MCI,Kansas City International,Kansas City,MO,Passenger Screening Checkpoint,"1,243"
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,"2,393"
,,,,,,EAST FIS,12
,,,,,,SOUTH Checkpoint,436
,,,,,,WEST Checkpoint,"1,959"
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,254
,,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,692
,,MEM,Memphis International,Memphis,TN,MEM-B,465
,,MFE,Mc Allen Miller International,McAllen,TX,MFE01,188
,,MFR,Rogue Valley International - Medford,Medford,OR,MFRZ,112
,,MGM,Montgomery Regional (Dannelly Field),Montgomery,AL,MGM-A,40
,,MHT,Manchester Boston Regional,Manchester,NH,Checkpoint,139
,,MIA,Miami International,Miami,FL,Central-E,171
,,,,,,Central-FA-Upper,54
,,,,,,Central-G,183
,,,,,,North 1,495
,,,,,,North 2,355
,,,,,,North 3,526
,,,,,,North 4,129
,,,,,,North FIS,83
,,,,,,South-J1,715
,,,,,,South-J2,395
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/25/2023,10:00,MKE,General Mitchell International,Milwaukee,WI,CONC C,186
,,,,,,CONC D,162
,,MKG,Muskegon County,Muskegon,MI,Main Checkpoint,6
,,MLB,Melbourne Orlando International,Melbourne,FL,MLB A,75
,,MLI,Quad Cities International,Moline,IL,Checkpoint A,86
,,MLU,Monroe Regional,Monroe,LA,MLU01,93
,,MOB,Mobile Regional,Mobile,AL,MOB-A,145
,,MRY,Monterey Regional,Monterey,CA,MRY02,58
,,MSN,Dane County Regional/Truax Field,Madison,WI,Checkpoint Alpha,203
,,,,,,Checkpoint Bravo,184
,,MSO,Missoula Montana,Missoula,MT,Main Security Screen,80
,,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,North CP,774
,,,,,,South CP,"1,009"
,,,,,,T2 CP1,439
,,MSS,Massena International-Richards Field,Massena,NY,Gate Area #1,9
,,MSY,Louis Armstrong New Orleans International,Kenner,LA,MSY01,769
,,MTJ,Montrose Regional,Montrose,CO,MTJZ,46
,,MVY,Martha's Vineyard,Vineyard Haven,MA,Gate 1,17
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,261
,,OAJ,Albert J Ellis,Richlands,NC,Terminal,27
,,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,214
,,,,,,TERM2,725
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,429
,,,,,,OGG02,221
,,OKC,Will Rogers World,Oklahoma City,OK,Main Checkpoint,199
,,OMA,Eppley Airfield,Omaha,NE,Terminal A,159
,,,,,,Terminal B,338
,,ONT,Ontario International,Ontario,CA,T2,274
,,,,,,T4,438
,,ORD,Chicago O'Hare International,Chicago,IL,1,501
,,,,,,10,931
,,,,,,10A,31
,,,,,,2,824
,,,,,,3A,328
,,,,,,4B,45
,,,,,,5,431
,,,,,,6,63
,,,,,,6A,28
,,,,,,7,401
,,,,,,7A,656
,,,,,,8,106
,,,,,,9,274
,,ORF,Norfolk International,Norfolk,VA,Conc. A Checkpoint,85
,,,,,,Conc. B Checkpoint,176
,,PAE,Snohomish County (Paine Field),Snohomish County,WA,PAE Main,38
,,PBI,Palm Beach International,West Palm Beach,FL,PBI A/B,464
,,,,,,PBI C,314
,,PDX,Portland International,Portland,OR,PDX A/B/C,548
,,,,,,PDX D/E,"1,290"
,,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,229
,,PGV,Pitt-Greenville,Greenville,NC,Terminal,83
,,PHF,Newport News/Williamsburg International,Newport News,VA,PHF Checkpoint,0
,,PHL,Philadelphia International,Philadelphia,PA,A East,150
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
10/25/2023,10:00,PHL,Philadelphia International,Philadelphia,PA,A West Sec 7,26
,,,,,,Checkpoint B,275
,,,,,,Checkpoint C,194
,,,,,,Checkpoint D\E,984
,,,,,,Checkpoint F,60
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,"1,151"
,,,,,,T-4 A,801
,,,,,,T-4 B,407
,,,,,,T-4 C,558
,,,,,,T-4 D,547
,,PIA,General Downing - Peoria International,Peoria,IL,Checkpoint A,17
,,PIE,St Pete-Clearwater International,Clearwater,FL,PIE A,154
,,,,,,PIE B,13
,,PIT,Pittsburgh International,Pittsburgh,PA,Main Checkpoint,733
,,PNS,Pensacola International,Pensacola,FL,PNS-A,400
,,PSC,Tri-Cities,Pasco,WA,PSC Main,111
,,PSE,Mercedita,Ponce,PR,Mercedita Airport,17
,,PSM,Portsmouth International at Pease,Portsmouth,NH,Gate 1,145
,,PSP,Palm Springs International,Palm Springs,CA,PSP01,301
,,PVC,Provincetown Municipal,Provincetown,MA,Gate,7
,,PVD,Rhode Island TF Green International,Warwick,RI,Checkpoint A,288
,,PVU,Provo Municipal,Utah County,UT,Checkpoint 1,98
,,PWM,Portland International Jetport,Portland,ME,Terminal 2,438
,,RAP,Rapid City Regional,Rapid City,SD,1,130
,,RDM,Roberts Field,Redmond,OR,RDMZ,150
,,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 1 Checkpoint,329
,,,,,,Terminal 2 Checkpoint,952
,,RFD,Chicago/Rockford International,Rockford,IL,Checkpoint A,104
,,RIC,Richmond International,Richmond,VA,RIC Concourse A,165
,,,,,,RIC Concourse B,276
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,391
,,ROA,Roanoke/Blacksburg Regional (Woodrum Field),Roanoke,VA,ROA01,78
,,ROC,Frederick Douglass/Greater Rochester International,Rochester,NY,Checkpoint,440
,,RST,Rochester International,Rochester,MN,Main Checkpoint,60
,,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint B Lower,239
,,,,,,Checkpoint B Upper,14
,,,,,,Checkpoint C Lower,305
,,,,,,Checkpoint C Upper,237
,,,,,,Checkpoint D Lower,364
,,SAF,Santa Fe Municipal,Santa Fe,NM,Checkpoint 1,16
,,SAN,San Diego International,San Diego,CA,CKPT-2,407
,,,,,,CKPT-3,540
,,,,,,CKPT-5,672
,,,,,,CKPT-6,957
,,SAT,San Antonio International,San Antonio,TX,SAT01,811
,,,,,,SAT02,589
,,SAV,Savannah/Hilton Head International,Savannah,GA,SAV-A,360
,,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,268
,,SBN,South Bend International,South Bend,IN,A CONC,103
,,SBP,San Luis County Regional,San Luis Obispo,CA,SBP01,89
