0,1,2,3,4,5,6,7
,,SUX,Sioux Gateway,Sioux City,IA,SUX Passenger,40
,,SWO,Stillwater Regional Airport,Stillwater,OK,Checkpoint 1,58
,,SYR,Syracuse-Hancock International,North Syracuse,NY,Central,561
,,TLH,Tallahassee International,Tallahassee,FL,TLH A,164
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/28/2023,05:00,TPA,Tampa International,Tampa,FL,TPA A,493
,,,,,,TPA C,926
,,,,,,TPA E,966
,,,,,,TPA F,685
,,TRI,Tri City Regional,Blountville,TN,TRI-A,88
,,TTN,Trenton Mercer Airport,Mercer,NJ,767,182
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,759
,,TUS,Tucson International,Tucson,AZ,ACP,116
,,,,,,BCP,453
,,TVC,Cherry Capital,Traverse City,MI,TVC1,85
,,TWF,Magic Valley Regional,Twin Falls,ID,TWF-Ckpt,30
,,TXK,Texarkana Regional,Texarkana,AR,TXK01,65
,,TYR,Tyler Pounds Regional Airport,Tyler,TX,TYR01,63
,,TYS,McGhee Tyson,Alcoa,TN,Checkpoint 1,283
,,UIN,Quincy Municipal,Quincy,IL,Checkpoint A,3
,,UNV,University Park,University Park,PA,Main Terminal,48
,,VLD,Valdosta Regional Airport,Valdosta,GA,VLD-A,78
,,VPS,Destin-Fort Walton Beach Airport,Eglin Air Force Base,FL,VPS-A,198
,,,,,,VPS-C,2
,,XNA,Northwest Arkansas National Airport,Bentonville,AR,Checkpoint 2,259
,,XWA,Williston Basin International Airport,Williston,ND,Main Checkpoint,47
,06:00,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,37
,,ABI,Abilene Regional Airport,Abilene,TX,ABIA,18
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,587
,,ABR,Aberdeen Regional,Aberdeen,SD,Gate,40
,,ABY,Southwest Georgia Regional,Albany,GA,ABY-A,60
,,ACK,Nantucket Memorial,Nantucket,MA,Main Terminal - 1,10
,,ACY,Atlantic City International,Pleasantville,NJ,Overflow Checkpoint,40
,,ADQ,Kodiak State,Kodiak,AK,Main Terminal,76
,,AGS,Bush Field,Augusta,GA,AGS-1,80
,,AIA,Alliance Municipal,Alliance,NE,Alliance,9
,,ALB,Albany County,Albany,NY,Main Checkpoint,258
,,AMA,Amarillo International,Amarillo,TX,AMA30,2
,,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,513
,,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,Checkpoint 1,127
,,ATL,Hartsfield Atlanta International,Atlanta,GA,F Arrival Checkpoint,473
,,,,,,F Departure Checkpoint,681
,,,,,,Lower North Checkpoint,263
,,,,,,Main Checkpoint,"2,504"
,,,,,,New T North Checkpoint,"1,068"
,,,,,,T South Checkpoint,"1,782"
,,ATW,Appleton International Airport,Appleton,WI,Checkpoint,89
,,AUG,Augusta State,Augusta,ME,Gate 1,4
,,AUS,Austin Bergstrom International,Austin,TX,AUS01,"1,138"
,,,,,,AUS02E,296
,,,,,,AUS02W,671
,,,,,,AUS03,217
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,315
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,6
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,76
,,BDL,Bradley International,Windsor Locks,CT,A1,803
,,,,,,A2,103
,,BFL,"Meadows Field, Bakersfield",Bakersfield,CA,BFL01,60
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,2
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/28/2023,06:00,BHB,Hancock County,Trenton,ME,Gate 1,4
,,BHM,Birmingham International,Birmingham,AL,Central,365
,,BIL,Billings Logan,Billings,MT,BILM,20
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,85
,,BJI,Bemidji Regional,Bemidji,MN,Gate,25
,,BMI,Bloomington-Normal,Bloomington,IL,Checkpoint A,63
,,BNA,Nashville International,Nashville,TN,BNA Central,"2,971"
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,411
,,BOS,Logan International,East Boston,MA,A1,"1,345"
,,,,,,B1,"1,031"
,,,,,,B5,758
,,,,,,C2,"1,617"
,,,,,,E2,178
,,BRL,Southeast Iowa Regional,Burlington,IA,BRL Passenger,8
,,BRO,Brownsville/South Padre International,Brownsville,TX,BROA,38
,,BTR,Baton Rouge Metropolitan,Baton Rouge,LA,BTR01,58
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,17
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,347
,,BUR,Burbank-Glendale-Pasadena,Burbank,CA,BUR01,556
,,,,,,BUR02,515
,,BWI,Baltimore-Washington International,BWI Airport,MD,A Checkpoint,520
,,,,,,B Checkpoint,667
,,,,,,C Checkpoint,515
,,,,,,D/E Checkpoint,584
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,131
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,20
,,CAK,Akron-Canton Regional,North Canton,OH,Main,51
,,CEC,Crescent City,Crescent City,CA,CEC01,28
,,CHA,Chattanooga Metropolitan,Chattanooga,TN,CHA-A,151
,,CHO,Charlottesville/Albemarle,Charlottesville,VA,CHO - Checkpoint,52
,,CHS,Charleston County International/AFB,Charleston,SC,Checkpoint,620
,,CID,The Cedar Rapids,Cedar Rapids,IA,CID Passenger,74
,,CKB,North Central West Virginia,Bridgeport,WV,CKB01,1
,,CLE,Cleveland Hopkins International,Cleveland,OH,Central,428
,,,,,,North,292
,,,,,,South,363
,,CLL,Easterwood,College Station,TX,CLL01,8
,,CLT,Charlotte/Douglas International,Charlotte,NC,A Checkpoint,486
,,,,,,C Checkpoint,892
,,,,,,D Checkpoint,378
,,,,,,E Checkpoint,752
,,CMH,John Glenn Columbus International Airport,Columbus,OH,A,324
,,,,,,B,544
,,,,,,C,294
,,CMI,University Of Illinois-Willard,Savoy,IL,Checkpoint A,28
,,COD,Yellowstone Regional,Cody,WY,COD 01,31
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,183
,,CPR,Natrona County International,Casper,WY,CPR 01,64
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,84
,,CRW,Yeager,Charleston,WV,CRW01,25
,,CVG,Cincinnati/Northern Kentucky International,Hebron,KY,T3-MCP,"1,303"
,,CWA,Central Wisconsin Regional,Mosinee,WI,Checkpoint,8
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,"1,512"
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,204
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/28/2023,06:00,DCA,Washington Reagan National,Arlington,VA,Concourse A,687
,,,,,,North Checkpoint,"1,668"
,,,,,,South Checkpoint,947
,,DEN,Denver International,Denver,CO,A Bridge,733
,,,,,,North,"2,009"
,,,,,,South,"2,250"
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,A12,173
,,,,,,A21,484
,,,,,,A35,340
,,,,,,B30,267
,,,,,,B9,275
,,,,,,C10,361
,,,,,,C21,562
,,,,,,C30,341
,,,,,,D18,381
,,,,,,D22,308
,,,,,,D30,562
,,,,,,E16,141
,,,,,,E18,487
,,,,,,E33,212
,,,,,,E8,202
,,DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,ND,Gate,24
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,2
,,DRO,Durango-La  Plata County,Durango,CO,Checkpoint,62
,,DSM,Des Moines International,Des Moines,IA,DSM Passenger (Alpha),264
,,DTW,Detroit Metro Wayne County,Detroit,MI,Blue-1,698
,,,,,,Blue-2,274
,,,,,,Red 1,592
,,,,,,Red 2,508
,,,,,,Red 3,289
,,,,,,Red 5,546
,,DUJ,Dubois-Jefferson County,Falls Creek,PA,DUJ-01,3
,,ECP,Northwest Florida Beaches International Airport,West Bay,FL,Checkpoint 1,287
,,EGE,Eagle County Regional,Eagle,CO,Checkpoint,73
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,495
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,143
,,EVV,Evansville Regional,Evansville,IN,Main Checkpoint,34
,,EWN,Coastal Carolina,New Bern,NC,Terminal,17
,,EWR,Newark International,Newark,NJ,CKPT-A1,"1,296"
,,,,,,CKPT-B1,555
,,,,,,CKPT-B2,140
,,,,,,CKPT-B3,8
,,,,,,CKPT-C1,"2,400"
,,EYW,Key West International,Key West,FL,EYW Checkpoint,39
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,140
,,FAR,Hector International,Fargo,ND,Gate,134
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,201
,,FAY,Fayetteville Regional,Fayetteville,NC,Terminal,7
,,FLG,Flagstaff Pulliam,Flagstaff,AZ,FLG01,18
,,FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,T1 Checkpoint,443
,,,,,,T2 Checkpoint,494
,,,,,,T3E Checkpoint,374
,,,,,,T3F Checkpoint,419
,,,,,,T4 Checkpoint,"1,267"
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/28/2023,06:00,FNT,Bishop International,Flint,MI,AOO-01,50
,,FSD,Sioux Falls Regional,Sioux Falls,SD,Gate,134
,,FWA,Ft. Wayne Municipal Airport,Ft. Wayne,IN,Gate,93
,,GEG,Spokane International,Spokane,WA,GEG-A/B,46
,,,,,,GEGC,289
,,GJT,Grand Junction Regional,Grand Junction,CO,GJTZ,26
,,GLH,Mid Delta Regional Airport  (Greenville Municipal),Greenville,MS,GLH-A,25
,,GNV,Gainesville Regional,Gainesville,FL,GNV A,8
,,GPI,Glacier Park Intl.,Kalispell,MT,Main Checkpoint,36
,,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,71
,,GRB,Austin Straubel Field,Green Bay,WI,Concourse B,36
,,GRI,Central Nebraska Regional,Grand Island,NE,GRI-1,56
,,GRR,Gerald R Ford International Airport,Grand Rapids,MI,Central Checkpoint,320
,,GSN,Saipan,Saipan,MP,GSN01,58
,,GSO,Piedmont Triad International,Greensboro,NC,North Concourse,76
,,,,,,South Concourse,149
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,236
,,GUC,Gunnison County,Gunnison,CO,GUC1,60
,,GUM,Antonio B. Won Pat International,Tamuning,GU,GUM01,256
,,HDN,Yampa Valley,Hayden,CO,HDN A,50
,,HIB,Range Regional,Hibbing,MN,Gate,38
,,HLN,Helena Regional,Helena,MT,HLNZ,12
,,HNL,Daniel K. Inouye International Airport,Honolulu,HI,HNL03,674
,,,,,,HNL04,230
,,,,,,Makai,860
,,,,,,Mauka,215
,,HOU,Houston Hobby,Houston,TX,CENTRAL,"1,215"
,,HPN,Westchester County,White Plains,NY,Main Terminal,437
,,HRL,Valley International,Harlingen,TX,HRL01,42
,,HSV,Huntsville-Madison County,Huntsville,AL,HSV-A,137
,,HTS,Tri-State,Huntington,WV,Main Terminal,0
,,HVN,Tweed - New Haven,New Haven,CT,Gate 1,98
,,HYS,Hays Regional,Hays,KS,HYS-1,33
,,IAD,Washington-Dulles International,Dulles,VA,East Mezzanine,"1,032"
,,,,,,Employee Checkpoint,200
,,,,,,FIS Checkpoint,45
,,,,,,Passenger Screening Area:  PreCheck,822
,,,,,,West Mezzanine,337
,,IAH,George Bush Intercontinental,Houston,TX,10/AN Terminal,757
,,,,,,12/AS Terminal,643
,,,,,,20/B Terminal,411
,,,,,,21/B-Employee,288
,,,,,,30/CN Terminal,982
,,,,,,31/CS Terminal,650
,,,,,,40/D Terminal,330
,,,,,,71/FIS Checkpoint,482
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,240
,,IDA,Idaho Falls Municipal,Idaho Falls,ID,IDA-Ckpt,112
,,IFP,Laughlin/Bullhead City,Bullhead City,AZ,IFP01,130
,,ILG,Wilmington New Castle Airport,New Castle,DE,ILG1,19
,,ILM,Wilmington International,Wilmington,NC,Terminal,84
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,615
,,,,,,Checkpoint B,630
,,IRK,Kirksville Regional,Kirksville,MO,Kirksville,5
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/28/2023,06:00,ISP,Long Island MacArthur,Ronkonkoma,NY,ISP East,3
,,ITO,Hilo International,Hilo,HI,ITO01,122
,,IWA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,385
,,JAC,Jackson Hole,Jackson,WY,JAC 01,344
,,JAN,Jackson International,Jackson,MS,JAN-East,79
,,,,,,JAN-West,125
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,559
,,JFK,John F. Kennedy International,Jamaica,NY,Terminal 1,11
,,,,,,Terminal 4 FIS CP,557
,,,,,,Terminal 4 Main,"2,239"
,,,,,,Terminal 5,"2,485"
,,,,,,Terminal 7,324
,,,,,,Terminal 8,995
,,JLN,Joplin Regional,Joplin,MO,Main Pax Hold Area,22
,,JNU,Juneau International,Juneau,AK,JNU-01,224
,,KOA,Ellison Onizuka Kona International Airport,Kailua-Kona,HI,KOA03,71
,,LAN,Capital City,Lansing,MI,Gate,26
,,LAS,Harry Reid International Airport,Las Vegas,NV,Term 1 - AB,748
,,,,,,Term 1 - C,253
,,,,,,Term 1 - CX,806
,,,,,,Term 1 - D,599
,,,,,,Terminal 3 - E Lower (1),22
,,,,,,Terminal 3 - E Upper,732
,,LAX,Los Angeles International,Los Angeles,CA,TBIT Main Checkpoint,465
,,,,,,Terminal 1 - Passenger,538
,,,,,,Terminal 1.5 – Passenger,315
,,,,,,Terminal 3 - Delta One,20
,,,,,,Terminal 3 - Passenger,"1,366"
,,,,,,Terminal 4 - FIS,143
,,,,,,Terminal 4 - Passenger,783
,,,,,,Terminal 5 - Passenger,620
,,,,,,Terminal 5A - Passenger,553
,,,,,,Terminal 6 - Passenger,879
,,,,,,Terminal 7 - Passenger,"1,107"
,,LBB,Lubbock International,Lubbock,TX,LBBA,182
,,LCH,Lake Charles Regional,Lake Charles,LA,LCH01,30
,,LEB,Lebanon Municipal,West Lebanon,NH,GATE 1-2,5
,,LEX,Blue Grass,Lexington,KY,LEX-A,137
,,LFT,Lafayette Regional,Lafayette,LA,LFT01,34
,,LGA,LaGuardia,Flushing,NY,TA CHK,115
,,,,,,TB-CHK,"1,675"
,,,,,,TC CHK West,971
,,LGB,Long Beach Daugherty Field,Long Beach,CA,Checkpoint,542
,,LIH,Lihue,Lihue,HI,LIH01,289
,,LIT,Little Rock National,Little Rock,AR,LITA,382
,,LNK,Lincoln Municipal,Lincoln,NE,North Hold,26
,,LNS,Lancaster,Lititz,PA,Cape Air Hold Area,1
,,LRD,Laredo International,Laredo,TX,LRD 01,46
,,LSE,La Crosse Municipal,La Crosse,WI,Gate,43
,,MAF,Midland International,Midland,TX,MAFA,245
,,MBS,MBS International,Freeland,MI,Passenger Terminal,46
,,MCI,Kansas City International,Kansas City,MO,Passenger Screening Checkpoint,"1,313"
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,"2,630"
,,,,,,SOUTH Checkpoint,331
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/28/2023,06:00,MCO,Orlando International,Orlando,FL,WEST Checkpoint,"2,913"
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,47
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,"1,618"
,,MEM,Memphis International,Memphis,TN,MEM-B,679
,,,,,,MEM-C,68
,,MFE,Miller International,McAllen,TX,MFE01,139
,,MFR,Rogue Valley International-Medford,Medford,OR,MFRZ,12
,,MGM,Dannelly Field (Montgomery Regional Airport),Montgomery,AL,MGM-A,41
,,MHT,Manchester,Manchester,NH,Checkpoint,115
,,MIA,Miami International,Miami,FL,Central-E,393
,,,,,,Central-FA-Upper,247
,,,,,,Central-G,345
,,,,,,North 1,381
,,,,,,North 2,508
,,,,,,North 3,586
,,,,,,North 4,199
,,,,,,North FIS,372
,,,,,,South-H,548
,,,,,,South-J1,398
,,MKE,Milwaukee Mitchell International,Milwaukee,WI,CONC C,292
,,,,,,CONC D,328
,,MKG,Muskegon County International,Muskegon,MI,Main Checkpoint,9
,,MKL,Mckellar-Sipes Regional,Jackson,TN,MKL-A,4
,,MLB,Melbourne International,Melbourne,FL,MLB A,4
,,MLI,Quad City,Moline,IL,Checkpoint A,60
,,MOB,Bates Field Airport,Mobile,AL,MOB-A,49
,,MOT,Minot International,Minot,ND,Gate,121
,,MRY,Monterey Regional Airport,Monterey,CA,MRY02,1
,,MSL,Muscle Shoals,Muscle Shoals,AL,MSL,23
,,MSN,Dane County Regional,Madison,WI,Checkpoint Alpha,36
,,,,,,Checkpoint Bravo,20
,,MSO,Missoula International,Missoula,MT,Main Security Screen,11
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,North CP,"1,111"
,,,,,,South CP,"1,443"
,,,,,,T2 CP1,680
,,MSS,Massena International,Massena,NY,Gate Area #1,6
,,MSY,New Orleans International,Kenner,LA,MSY01,"1,240"
,,MTJ,Montrose County,Montrose,CO,MTJZ,31
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,135
,,OAJ,Albert J Ellis,Richlands,NC,Terminal,12
,,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,413
,,,,,,TERM2,469
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,553
,,,,,,OGG02,171
,,OKC,Will Rogers World,Oklahoma City,OK,Main Checkpoint,761
,,OLF,L. M. Clayton / Wolf Point,Wolf Point,MT,Checkpoint 1,0
,,OMA,Eppley Airfield,Omaha,NE,Terminal A,132
,,,,,,Terminal B,91
,,ONT,Ontario International,Ontario,CA,T2,68
,,,,,,T4,371
,,ORD,Chicago-OHare International,Chicago,IL,1,"1,032"
,,,,,,10,844
,,,,,,10A,10
,,,,,,2,"1,271"
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/28/2023,06:00,ORD,Chicago-OHare International,Chicago,IL,3A,367
,,,,,,4B,64
,,,,,,5,412
,,,,,,6,292
,,,,,,6A,106
,,,,,,7,524
,,,,,,7A,533
,,,,,,8,303
,,,,,,9,317
,,ORF,Norfolk International,Norfolk,VA,Conc. A Checkpoint,199
,,,,,,Conc. B Checkpoint,204
,,PAE,Snohomish County Airport-Paine Field,Snohomish County,WA,PAE Main,90
,,PAH,Barkley Regional,West Paducah,KY,PAH,21
,,PBI,West Palm Beach International,West Palm Beach,FL,PBI A/B,216
,,,,,,PBI C,259
,,PDX,Portland International Airport,Portland,OR,PDX A/B/C,"1,190"
,,,,,,PDX D/E,726
,,PGA,Page Municipal,Page,AZ,PGA01,18
,,PHF,Newport News/Williamsburg International,Newport News,VA,PHF Checkpoint,8
,,PHL,Philadelphia International,Philadelphia,PA,A East,457
,,,,,,A West Sec 7,389
,,,,,,Checkpoint B,530
,,,,,,Checkpoint C,450
,,,,,,Checkpoint D\E,"1,201"
,,,,,,Checkpoint F,178
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,"1,288"
,,,,,,T-4 A,931
,,,,,,T-4 B,602
,,,,,,T-4 C,891
,,,,,,T-4 D,703
,,PIA,Greater Peoria,Peoria,IL,Checkpoint A,109
,,PIE,St Petersburg-Clearwater International,Clearwater,FL,PIE A,254
,,,,,,PIE B,279
,,PIH,Pocatello Regional,Pocatello,ID,PIH-Ckpt,1
,,PIT,Pittsburgh International,Pittsburgh,PA,Alternate Checkpoint,487
,,,,,,Main Checkpoint,716
,,PLN,Pellston Regional,Pellston,MI,PLN1,9
,,PNS,Pensacola International,Pensacola,FL,PNS-A,274
,,PSC,Tri-Cities,Pasco,WA,PSC Main,144
,,PSP,Palm Springs Regional,Palm Springs,CA,PSP01,216
,,PUB,Pueblo Memorial,Pueblo,CO,PUBZ,0
,,PVD,Rhode Island T.F. Green International,Warwick,RI,Checkpoint A,411
,,PVU,Provo Municipal Airport,Utah County,UT,Checkpoint 1,208
,,PWM,Portland International Jetport,Portland,ME,Terminal 2,63
,,RAP,Rapid City Regional,Rapid City,SD,1,1
,,RDM,Roberts Field,Redmond,OR,RDMZ,259
,,RDU,Raleigh-Durham International,RDU Airport,NC,Employee Screening Checkpoint (ESC),61
,,,,,,Terminal 1 Checkpoint,150
,,,,,,Terminal 2 Checkpoint,"1,423"
,,RIC,Richmond International,Richmond,VA,RIC Concourse A,183
,,,,,,RIC Concourse B,358
,,RKD,Knox County Regional,Rockland,ME,Gate 1,7
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,221
,,ROA,Roanoke Regional Woodrum Field,Roanoke,VA,ROA01,78
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/28/2023,06:00,ROC,Greater Rochester International Airport,Rochester,NY,Checkpoint,105
,,RST,Rochester International,Rochester,MN,Main Checkpoint,0
,,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint B Lower,75
,,,,,,Checkpoint C Lower,269
,,,,,,Checkpoint D Lower,145
,,,,,,Checkpoint D Upper,56
,,RUT,Rutland State,North Clarendon,VT,SFB-A,4
,,SAF,Santa Fe Municipal,Santa Fe,NM,Checkpoint 1,47
,,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,CKPT-2,442
,,,,,,CKPT-3,489
,,,,,,CKPT-5,892
,,,,,,CKPT-6,"1,217"
,,SAT,San Antonio International,San Antonio,TX,SAT01,510
,,,,,,SAT02,625
,,SAV,Savannah International,Savannah,GA,SAV-A,498
,,SAW,Sawyer International,Gwinn,MI,Gate,39
,,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,77
,,SBN,South Bend International,South Bend,IN,A CONC,83
,,SBP,San Luis Obispo County,San Luis Obispo,CA,SBP01,5
,,SDF,Louisville International,Louisville,KY,SDF-A,679
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 1,546
,,,,,,SCP 2,"1,009"
,,,,,,SCP 3,967
,,,,,,SCP 4,"1,192"
,,,,,,SCP 5,757
,,SFB,Orlando Sanford,Sanford,FL,SFB-02,576
,,SFO,San Francisco International,San Francisco,CA,Employee Security Checkpoint D,52
,,,,,,Employee Security Checkpoint F,65
,,,,,,Security Checkpoint A,257
,,,,,,Security Checkpoint B,772
,,,,,,Security Checkpoint D,752
,,,,,,Security Checkpoint F-1,"1,071"
,,,,,,Security Checkpoint F-3,91
,,,,,,Security Checkpoint G,156
,,SGF,Springfield/Branson National,Springfield,MO,Main Checkpoint,100
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,89
,,SIT,Sitka Municipal,Sitka,AK,SIT-01,108
,,SJC,San Jose International,San Jose,CA,Terminal A,177
,,,,,,Terminal B North,"1,138"
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint 5,75
,,,,,,Checkpoint BC,880
,,SLC,Salt Lake City International,Salt Lake City,UT,International,26
,,,,,,Main,"1,498"
,,SMF,Sacramento International Airport,Sacramento,CA,Central B,889
,,,,,,Terminal A,167
,,SNA,Orange County John Wayne,Santa Ana,CA,CKPT A,536
,,,,,,CKPT B,428
,,,,,,CKPT C,538
,,SPI,Abraham Lincoln Capital Airport,Springfield,IL,Checkpoint A,40
,,SRQ,Sarasota-Bradenton,Sarasota,FL,SRQ B,242
,,STL,St. Louis Lambert International,St Louis,MO,T1-A,330
,,,,,,T1-C,260
,,,,,,T2-E,531
,,,,,,T2-F,359
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/28/2023,06:00,STS,Sonoma County Airport,Santa Rosa,CA,STS01,52
,,SUN,Friedman Memorial,Hailey,ID,SUN-Ckpt,51
,,SYR,Syracuse-Hancock International,North Syracuse,NY,Central,175
,,TLH,Tallahassee International,Tallahassee,FL,TLH A,148
,,TPA,Tampa International,Tampa,FL,TPA A,473
,,,,,,TPA C,705
,,,,,,TPA E,813
,,,,,,TPA F,473
,,TRI,Tri City Regional,Blountville,TN,TRI-A,112
,,TTN,Trenton Mercer Airport,Mercer,NJ,767,173
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,252
,,TUP,Tupelo Regional Airport,Tupelo,MS,Terminal,10
,,TUS,Tucson International,Tucson,AZ,ACP,12
,,,,,,BCP,117
,,TVC,Cherry Capital,Traverse City,MI,TVC1,52
,,TWF,Magic Valley Regional,Twin Falls,ID,TWF-Ckpt,6
,,TXK,Texarkana Regional,Texarkana,AR,TXK01,0
,,TYR,Tyler Pounds Regional Airport,Tyler,TX,TYR01,4
,,TYS,McGhee Tyson,Alcoa,TN,Checkpoint 1,345
,,UNV,University Park,University Park,PA,Main Terminal,49
,,VLD,Valdosta Regional Airport,Valdosta,GA,VLD-A,2
,,VPS,Destin-Fort Walton Beach Airport,Eglin Air Force Base,FL,VPS-A,364
,,,,,,VPS-C,92
,,XNA,Northwest Arkansas National Airport,Bentonville,AR,Checkpoint 2,163
,,XWA,Williston Basin International Airport,Williston,ND,Main Checkpoint,43
,07:00,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,242
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,343
,,ABY,Southwest Georgia Regional,Albany,GA,ABY-A,17
,,ACT,Waco Regional,Waco,TX,ACTA,1
,,ACY,Atlantic City International,Pleasantville,NJ,Overflow Checkpoint,31
,,AGS,Bush Field,Augusta,GA,AGS-1,4
,,ALB,Albany County,Albany,NY,Main Checkpoint,84
,,AMA,Amarillo International,Amarillo,TX,AMA30,16
,,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,229
,,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,Checkpoint 1,83
,,ATL,Hartsfield Atlanta International,Atlanta,GA,F Arrival Checkpoint,379
,,,,,,F Departure Checkpoint,"1,073"
,,,,,,Lower North Checkpoint,363
,,,,,,Main Checkpoint,"1,640"
,,,,,,New T North Checkpoint,"1,111"
,,,,,,T South Checkpoint,"1,728"
,,ATW,Appleton International Airport,Appleton,WI,Checkpoint,227
,,ATY,Watertown Regional,Watertown,SD,Gate,15
,,AUS,Austin Bergstrom International,Austin,TX,AUS01,"1,204"
,,,,,,AUS02E,213
,,,,,,AUS02W,643
,,,,,,AUS03,158
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,320
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,1
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,0
,,BDL,Bradley International,Windsor Locks,CT,A1,390
,,BFL,"Meadows Field, Bakersfield",Bakersfield,CA,BFL01,79
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,0
,,BHM,Birmingham International,Birmingham,AL,Central,206
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/28/2023,07:00,BIL,Billings Logan,Billings,MT,BILM,8
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,9
,,BLI,Bellingham International,Bellingham,WA,BLIZ,13
,,BLV,Mid America Airport,Mascoutah,IL,Checkpoint A,29
,,BMI,Bloomington-Normal,Bloomington,IL,Checkpoint A,2
,,BNA,Nashville International,Nashville,TN,BNA Central,"1,555"
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,185
,,BOS,Logan International,East Boston,MA,A1,"1,359"
,,,,,,B1,650
,,,,,,B5,916
,,,,,,C2,"1,210"
,,,,,,E2,101
,,BQN,Rafael Hernandez,Aguadilla,PR,Rafael Hernandez Air,128
,,BTR,Baton Rouge Metropolitan,Baton Rouge,LA,BTR01,5
