0,1,2,3,4,5,6,7
,,RIW,Riverton Regional,Riverton,WY,RIW 01,22
,,RKS,Rock Springs-Sweetwater County,Rock Springs,WY,RKS 01,25
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,690
,,ROA,Roanoke Regional Woodrum Field,Roanoke,VA,ROA01,133
,,ROC,Greater Rochester International Airport,Rochester,NY,Checkpoint,301
,,RST,Rochester International,Rochester,MN,Main Checkpoint,32
,,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint B Lower,371
,,,,,,Checkpoint C Lower,246
,,,,,,Checkpoint C Upper,101
,,,,,,Checkpoint D Lower,91
,,,,,,Checkpoint D Upper,74
,,SAF,Santa Fe Municipal,Santa Fe,NM,Checkpoint 1,64
,,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,CKPT-2,468
,,,,,,CKPT-3,730
,,,,,,CKPT-5,"1,101"
,,,,,,CKPT-6,"1,279"
,,SAT,San Antonio International,San Antonio,TX,SAT01,898
,,,,,,SAT02,605
,,SAV,Savannah International,Savannah,GA,SAV-A,554
,,SAW,Sawyer International,Gwinn,MI,Gate,22
,,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,275
,,SBN,South Bend International,South Bend,IN,A CONC,159
,,SBP,San Luis Obispo County,San Luis Obispo,CA,SBP01,194
,,SBY,Salisbury / Wicomico County Regional,Salisbury,MD,SBY01,0
,,SDF,Louisville International,Louisville,KY,SDF-A,885
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 1,445
,,,,,,SCP 2,"1,090"
,,,,,,SCP 3,"1,042"
,,,,,,SCP 4,990
,,,,,,SCP 5,772
,,SFO,San Francisco International,San Francisco,CA,Employee Security Checkpoint D,28
,,,,,,Security Checkpoint A,268
,,,,,,Security Checkpoint B,734
,,,,,,Security Checkpoint D,"1,395"
,,,,,,Security Checkpoint F-1,492
,,,,,,Security Checkpoint G,88
,,SGF,Springfield/Branson National,Springfield,MO,Main Checkpoint,82
,,SGU,St. George Municipal,St. George,UT,SGUZ,90
,,SHD,Shenandoah Valley,Weyers Cave,VA,SHD - Checkpoint,5
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,62
,,SIT,Sitka Municipal,Sitka,AK,SIT-01,118
,,SJC,San Jose International,San Jose,CA,Terminal A,864
,,,,,,Terminal B North,"1,312"
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint 5,490
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/27/2023,05:00,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint BC,"1,133"
,,SLC,Salt Lake City International,Salt Lake City,UT,Main,"1,254"
,,SMF,Sacramento International Airport,Sacramento,CA,Central B,729
,,,,,,Terminal A,549
,,SNA,Orange County John Wayne,Santa Ana,CA,CKPT A,476
,,,,,,CKPT B,363
,,,,,,CKPT C,395
,,SPS,Sheppard AFB/ Wichita Falls Regional,Wichita Falls,TX,SPS01,50
,,SRQ,Sarasota-Bradenton,Sarasota,FL,SRQ B,304
,,STL,St. Louis Lambert International,St Louis,MO,T1-A,390
,,,,,,T1-C,458
,,,,,,T2-E,405
,,,,,,T2-F,218
,,STS,Sonoma County Airport,Santa Rosa,CA,STS01,11
,,SUX,Sioux Gateway,Sioux City,IA,SUX Passenger,31
,,SWO,Stillwater Regional Airport,Stillwater,OK,Checkpoint 1,46
,,SYR,Syracuse-Hancock International,North Syracuse,NY,Central,598
,,TLH,Tallahassee International,Tallahassee,FL,TLH A,131
,,TPA,Tampa International,Tampa,FL,TPA A,633
,,,,,,TPA C,660
,,,,,,TPA E,"1,020"
,,,,,,TPA F,488
,,TRI,Tri City Regional,Blountville,TN,TRI-A,101
,,TTN,Trenton Mercer Airport,Mercer,NJ,767,155
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,661
,,TUS,Tucson International,Tucson,AZ,ACP,84
,,,,,,BCP,500
,,TVC,Cherry Capital,Traverse City,MI,TVC1,171
,,TWF,Magic Valley Regional,Twin Falls,ID,TWF-Ckpt,47
,,TXK,Texarkana Regional,Texarkana,AR,TXK01,58
,,TYR,Tyler Pounds Regional Airport,Tyler,TX,TYR01,65
,,TYS,McGhee Tyson,Alcoa,TN,Checkpoint 1,330
,,UIN,Quincy Municipal,Quincy,IL,Checkpoint A,1
,,VLD,Valdosta Regional Airport,Valdosta,GA,VLD-A,76
,,VPS,Destin-Fort Walton Beach Airport,Eglin Air Force Base,FL,VPS-A,192
,,XNA,Northwest Arkansas National Airport,Bentonville,AR,Checkpoint 2,313
,,XWA,Williston Basin International Airport,Williston,ND,Main Checkpoint,47
,06:00,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,16
,,ABI,Abilene Regional Airport,Abilene,TX,ABIA,12
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,465
,,ABR,Aberdeen Regional,Aberdeen,SD,Gate,46
,,ABY,Southwest Georgia Regional,Albany,GA,ABY-A,56
,,ACV,Arcata-Eureka,McKinleyville,CA,ACV01,6
,,ACY,Atlantic City International,Pleasantville,NJ,Overflow Checkpoint,22
,,ADQ,Kodiak State,Kodiak,AK,Main Terminal,68
,,AEX,Alexandria International,Alexandria,LA,AEX01,1
,,AGS,Bush Field,Augusta,GA,AGS-1,128
,,AIA,Alliance Municipal,Alliance,NE,Alliance,5
,,ALB,Albany County,Albany,NY,Main Checkpoint,137
,,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,382
,,ASE,Aspen Pitkin County Sardy Field,Aspen,CO,Checkpoint 1,104
,,ATL,Hartsfield Atlanta International,Atlanta,GA,F Arrival Checkpoint,128
,,,,,,F Departure Checkpoint,695
,,,,,,Lower North Checkpoint,314
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/27/2023,06:00,ATL,Hartsfield Atlanta International,Atlanta,GA,Main Checkpoint,"2,277"
,,,,,,New T North Checkpoint,"1,234"
,,,,,,T South Checkpoint,"1,542"
,,ATW,Appleton International Airport,Appleton,WI,Checkpoint,89
,,AUG,Augusta State,Augusta,ME,Gate 1,6
,,AUS,Austin Bergstrom International,Austin,TX,AUS01,815
,,,,,,AUS02E,123
,,,,,,AUS02W,623
,,,,,,AUS03,201
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,214
,,AVP,Wilkes Barre/Scranton International,Avoca,PA,Checkpoint,8
,,AZO,Kalamazoo Municipal,Kalamazoo,MI,Main,46
,,BDL,Bradley International,Windsor Locks,CT,A1,892
,,,,,,A2,218
,,BFL,"Meadows Field, Bakersfield",Bakersfield,CA,BFL01,70
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,23
,,BHB,Hancock County,Trenton,ME,Gate 1,14
,,BHM,Birmingham International,Birmingham,AL,Central,362
,,BIL,Billings Logan,Billings,MT,BILM,88
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,67
,,BJI,Bemidji Regional,Bemidji,MN,Gate,28
,,BMI,Bloomington-Normal,Bloomington,IL,Checkpoint A,68
,,BNA,Nashville International,Nashville,TN,BNA Central,"3,006"
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,390
,,BOS,Logan International,East Boston,MA,A1,"1,535"
,,,,,,B1,959
,,,,,,B5,946
,,,,,,C2,"2,145"
,,,,,,E2,433
,,BQN,Rafael Hernandez,Aguadilla,PR,Rafael Hernandez Air,112
,,BRO,Brownsville/South Padre International,Brownsville,TX,BROA,24
,,BTR,Baton Rouge Metropolitan,Baton Rouge,LA,BTR01,73
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,47
,,BUF,Buffalo Niagara International Airport,Cheektowaga,NY,Main Checkpoint,714
,,BUR,Burbank-Glendale-Pasadena,Burbank,CA,BUR01,681
,,,,,,BUR02,240
,,BWI,Baltimore-Washington International,BWI Airport,MD,A Checkpoint,266
,,,,,,B Checkpoint,666
,,,,,,C Checkpoint,508
,,,,,,D/E Checkpoint,870
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,189
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,31
,,CAK,Akron-Canton Regional,North Canton,OH,Main,49
,,CEC,Crescent City,Crescent City,CA,CEC01,28
,,CHA,Chattanooga Metropolitan,Chattanooga,TN,CHA-A,141
,,CHO,Charlottesville/Albemarle,Charlottesville,VA,CHO - Checkpoint,55
,,CHS,Charleston County International/AFB,Charleston,SC,Checkpoint,537
,,CID,The Cedar Rapids,Cedar Rapids,IA,CID Passenger,79
,,CKB,North Central West Virginia,Bridgeport,WV,CKB01,0
,,CLE,Cleveland Hopkins International,Cleveland,OH,Central,371
,,,,,,North,201
,,,,,,South,379
,,CLT,Charlotte/Douglas International,Charlotte,NC,A Checkpoint,475
,,,,,,C Checkpoint,"1,075"
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/27/2023,06:00,CLT,Charlotte/Douglas International,Charlotte,NC,D Checkpoint,540
,,,,,,E Checkpoint,798
,,CMH,John Glenn Columbus International Airport,Columbus,OH,A,320
,,,,,,B,712
,,,,,,C,356
,,COD,Yellowstone Regional,Cody,WY,COD 01,30
,,COS,Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,141
,,CPR,Natrona County International,Casper,WY,CPR 01,56
,,CRP,Corpus Christi,Corpus Christi,TX,CRP01,66
,,CRW,Yeager,Charleston,WV,CRW01,41
,,CVG,Cincinnati/Northern Kentucky International,Hebron,KY,T3-MCP,970
,,CWA,Central Wisconsin Regional,Mosinee,WI,Checkpoint,9
,,DAB,Daytona Beach International,Daytona Beach,FL,DAB A,14
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,"1,299"
,,DAY,James M. Cox Dayton International,Dayton,OH,Main,204
,,DCA,Washington Reagan National,Arlington,VA,Concourse A,681
,,,,,,North Checkpoint,"1,335"
,,,,,,South Checkpoint,"1,170"
,,DEN,Denver International,Denver,CO,A Bridge,"1,008"
,,,,,,North,"2,020"
,,,,,,South,"2,290"
,,DFW,Dallas/Fort Worth International,DFW Airport,TX,A12,290
,,,,,,A21,657
,,,,,,A35,321
,,,,,,B30,210
,,,,,,B9,329
,,,,,,C10,325
,,,,,,C21,384
,,,,,,C30,316
,,,,,,D18,368
,,,,,,D22,303
,,,,,,D30,724
,,,,,,E16,121
,,,,,,E18,546
,,,,,,E33,296
,,,,,,E8,457
,,DIK,Dickinson Theodore Roosevelt Regional Airport,Dickinson,ND,Gate,13
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,1
,,DRO,Durango-La  Plata County,Durango,CO,Checkpoint,66
,,DSM,Des Moines International,Des Moines,IA,DSM Passenger (Alpha),244
,,DTW,Detroit Metro Wayne County,Detroit,MI,Blue-1,575
,,,,,,Blue-2,557
,,,,,,Red 1,401
,,,,,,Red 2,598
,,,,,,Red 3,388
,,,,,,Red 5,632
,,ECP,Northwest Florida Beaches International Airport,West Bay,FL,Checkpoint 1,330
,,EGE,Eagle County Regional,Eagle,CO,Checkpoint,44
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,523
,,EUG,Mahlon Sweet Field (Eugene),Eugene,OR,EUGZ,130
,,EVV,Evansville Regional,Evansville,IN,Main Checkpoint,50
,,EWR,Newark International,Newark,NJ,CKPT-A1,"2,053"
,,,,,,CKPT-B1,755
,,,,,,CKPT-B2,31
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/27/2023,06:00,EWR,Newark International,Newark,NJ,CKPT-B3,7
,,,,,,CKPT-C1,"2,610"
,,EYW,Key West International,Key West,FL,EYW Checkpoint,41
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,88
,,FAR,Hector International,Fargo,ND,Gate,89
,,FAT,Fresno Air Terminal,Fresno,CA,FAT 01,232
,,FAY,Fayetteville Regional,Fayetteville,NC,Terminal,9
,,FLG,Flagstaff Pulliam,Flagstaff,AZ,FLG01,30
,,FLL,Ft. Lauderdale-Hollywood International,Fort Lauderdale,FL,T1 Checkpoint,354
,,,,,,T2 Checkpoint,808
,,,,,,T3E Checkpoint,456
,,,,,,T3F Checkpoint,443
,,,,,,T4 Checkpoint,912
,,FNT,Bishop International,Flint,MI,AOO-01,35
,,FSD,Sioux Falls Regional,Sioux Falls,SD,Gate,116
,,FWA,Ft. Wayne Municipal Airport,Ft. Wayne,IN,Gate,70
,,GEG,Spokane International,Spokane,WA,GEG-A/B,34
,,,,,,GEGC,225
,,GGG,East Texas Regional,Longview,TX,GGGA,0
,,GJT,Grand Junction Regional,Grand Junction,CO,GJTZ,95
,,GLH,Mid Delta Regional Airport  (Greenville Municipal),Greenville,MS,GLH-A,28
,,GNV,Gainesville Regional,Gainesville,FL,GNV A,14
,,GPI,Glacier Park Intl.,Kalispell,MT,Main Checkpoint,12
,,GPT,Gulfport Bilox Regional,Gulfport,MS,GPT-A,99
,,GRB,Austin Straubel Field,Green Bay,WI,Concourse B,33
,,GRI,Central Nebraska Regional,Grand Island,NE,GRI-1,58
,,GRR,Gerald R Ford International Airport,Grand Rapids,MI,Central Checkpoint,355
,,GSN,Saipan,Saipan,MP,GSN01,4
,,GSO,Piedmont Triad International,Greensboro,NC,North Concourse,130
,,,,,,South Concourse,191
,,GSP,Greenville-Spartanburg,Greer,SC,Checkpoint,385
,,GTF,Great Falls International,Great Falls,MT,GTF E/W,48
,,GUC,Gunnison County,Gunnison,CO,GUC1,40
,,GUM,Antonio B. Won Pat International,Tamuning,GU,GUM01,118
,,HDN,Yampa Valley,Hayden,CO,HDN A,56
,,HIB,Range Regional,Hibbing,MN,Gate,39
,,HLN,Helena Regional,Helena,MT,HLNZ,25
,,HNL,Daniel K. Inouye International Airport,Honolulu,HI,HNL03,665
,,,,,,HNL04,211
,,,,,,Makai,740
,,,,,,Mauka,218
,,HOU,Houston Hobby,Houston,TX,CENTRAL,"1,220"
,,HPN,Westchester County,White Plains,NY,Main Terminal,357
,,HRL,Valley International,Harlingen,TX,HRL01,37
,,HSV,Huntsville-Madison County,Huntsville,AL,HSV-A,120
,,HVN,Tweed - New Haven,New Haven,CT,Gate 1,242
,,IAD,Washington-Dulles International,Dulles,VA,East Mezzanine,"1,428"
,,,,,,Employee Checkpoint,156
,,,,,,FIS Checkpoint,90
,,,,,,Passenger Screening Area:  PreCheck,742
,,,,,,West Mezzanine,324
,,IAH,George Bush Intercontinental,Houston,TX,10/AN Terminal,544
,,,,,,12/AS Terminal,840
,,,,,,20/B Terminal,489
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/27/2023,06:00,IAH,George Bush Intercontinental,Houston,TX,21/B-Employee,278
,,,,,,30/CN Terminal,985
,,,,,,31/CS Terminal,600
,,,,,,40/D Terminal,282
,,,,,,71/FIS Checkpoint,552
,,ICT,Wichita Mid-Continent,Wichita,KS,Wichita Main,309
,,IDA,Idaho Falls Municipal,Idaho Falls,ID,IDA-Ckpt,79
,,IFP,Laughlin/Bullhead City,Bullhead City,AZ,IFP01,145
,,ILM,Wilmington International,Wilmington,NC,Terminal,136
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,393
,,,,,,Checkpoint B,597
,,IRK,Kirksville Regional,Kirksville,MO,Kirksville,4
,,ISP,Long Island MacArthur,Ronkonkoma,NY,ISP East,9
,,ITO,Hilo International,Hilo,HI,ITO01,146
,,IWA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,223
,,JAC,Jackson Hole,Jackson,WY,JAC 01,297
,,JAN,Jackson International,Jackson,MS,JAN-East,121
,,,,,,JAN-West,86
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,"1,037"
,,JFK,John F. Kennedy International,Jamaica,NY,Terminal 1,11
,,,,,,Terminal 4 FIS CP,406
,,,,,,Terminal 4 Main,"2,531"
,,,,,,Terminal 5,"1,929"
,,,,,,Terminal 7,164
,,,,,,Terminal 8,"1,427"
,,JLN,Joplin Regional,Joplin,MO,Main Pax Hold Area,23
,,JNU,Juneau International,Juneau,AK,JNU-01,228
,,KOA,Ellison Onizuka Kona International Airport,Kailua-Kona,HI,KOA03,245
,,LAN,Capital City,Lansing,MI,Gate,25
,,LAS,Harry Reid International Airport,Las Vegas,NV,Term 1 - AB,756
,,,,,,Term 1 - C,246
,,,,,,Term 1 - CX,869
,,,,,,Term 1 - D,636
,,,,,,Terminal 3 - E Lower (1),70
,,,,,,Terminal 3 - E Upper,816
,,LAX,Los Angeles International,Los Angeles,CA,Suites,1
,,,,,,TBIT Main Checkpoint,699
,,,,,,Terminal 1 - Passenger,607
,,,,,,Terminal 1.5 – Passenger,277
,,,,,,Terminal 3 - Delta One,13
,,,,,,Terminal 3 - Passenger,"1,519"
,,,,,,Terminal 4 - FIS,240
,,,,,,Terminal 4 - Passenger,783
,,,,,,Terminal 5 - Passenger,590
,,,,,,Terminal 5A - Passenger,534
,,,,,,Terminal 6 - Passenger,888
,,,,,,Terminal 7 - Passenger,"1,062"
,,LBB,Lubbock International,Lubbock,TX,LBBA,131
,,LCH,Lake Charles Regional,Lake Charles,LA,LCH01,45
,,LEB,Lebanon Municipal,West Lebanon,NH,GATE 1-2,3
,,LEX,Blue Grass,Lexington,KY,LEX-A,170
,,LFT,Lafayette Regional,Lafayette,LA,LFT01,41
,,LGA,LaGuardia,Flushing,NY,TA CHK,82
,,,,,,TB-CHK,"2,291"
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/27/2023,06:00,LGA,LaGuardia,Flushing,NY,TC CHK West,"1,587"
,,LGB,Long Beach Daugherty Field,Long Beach,CA,Checkpoint,634
,,LIH,Lihue,Lihue,HI,LIH01,329
,,LIT,Little Rock National,Little Rock,AR,LITA,443
,,LNK,Lincoln Municipal,Lincoln,NE,North Hold,54
,,LNS,Lancaster,Lititz,PA,Cape Air Hold Area,1
,,LRD,Laredo International,Laredo,TX,LRD 01,41
,,MAF,Midland International,Midland,TX,MAFA,218
,,MBS,MBS International,Freeland,MI,Passenger Terminal,22
,,MCI,Kansas City International,Kansas City,MO,Passenger Screening Checkpoint,"1,076"
,,MCN,Middle Georgia Regional,Macon,GA,MCN-A,0
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,"2,421"
,,,,,,SOUTH Checkpoint,235
,,,,,,WEST Checkpoint,"2,404"
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,115
,,MDW,Chicago Midway,Chicago,IL,Main Checkpoint,"1,266"
,,MEI,Key Field,Meridian,MS,MEI-A,31
,,MEM,Memphis International,Memphis,TN,MEM-B,546
,,,,,,MEM-C,144
,,MFE,Miller International,McAllen,TX,MFE01,155
,,MFR,Rogue Valley International-Medford,Medford,OR,MFRZ,4
,,MGM,Dannelly Field (Montgomery Regional Airport),Montgomery,AL,MGM-A,85
,,MHT,Manchester,Manchester,NH,Checkpoint,71
,,MIA,Miami International,Miami,FL,Central-E,308
,,,,,,Central-FA-Upper,164
,,,,,,Central-G,201
,,,,,,North 1,356
,,,,,,North 2,575
,,,,,,North 3,535
,,,,,,North 4,196
,,,,,,North FIS,446
,,,,,,South-H,527
,,,,,,South-J1,323
,,MKE,Milwaukee Mitchell International,Milwaukee,WI,CONC C,330
,,,,,,CONC D,367
,,MKG,Muskegon County International,Muskegon,MI,Main Checkpoint,5
,,MKL,Mckellar-Sipes Regional,Jackson,TN,MKL-A,4
,,MLB,Melbourne International,Melbourne,FL,MLB A,15
,,MLI,Quad City,Moline,IL,Checkpoint A,41
,,MOB,Bates Field Airport,Mobile,AL,MOB-A,46
,,MOT,Minot International,Minot,ND,Gate,118
,,MRY,Monterey Regional Airport,Monterey,CA,MRY02,0
,,MSN,Dane County Regional,Madison,WI,Checkpoint Alpha,92
,,,,,,Checkpoint Bravo,35
,,MSO,Missoula International,Missoula,MT,Main Security Screen,124
,,MSP,Minneapolis-St. Paul International,St. Paul,MN,North CP,"1,048"
,,,,,,South CP,"1,218"
,,,,,,T2 CP1,583
,,MSS,Massena International,Massena,NY,Gate Area #1,7
,,MSY,New Orleans International,Kenner,LA,MSY01,"1,386"
,,MTJ,Montrose County,Montrose,CO,MTJZ,59
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,299
,,NYL,Yuma International,Yuma,AZ,YUM01,12
,,OAJ,Albert J Ellis,Richlands,NC,Terminal,5
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/27/2023,06:00,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,75
,,,,,,TERM2,365
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,436
,,,,,,OGG02,266
,,OKC,Will Rogers World,Oklahoma City,OK,Main Checkpoint,722
,,OMA,Eppley Airfield,Omaha,NE,Terminal A,215
,,,,,,Terminal B,51
,,ONT,Ontario International,Ontario,CA,T2,98
,,,,,,T4,376
,,ORD,Chicago-OHare International,Chicago,IL,1,"1,231"
,,,,,,10,835
,,,,,,10A,6
,,,,,,2,"1,588"
,,,,,,3A,281
,,,,,,4B,61
,,,,,,5,670
,,,,,,6,243
,,,,,,6A,110
,,,,,,7,539
,,,,,,7A,974
,,,,,,8,287
,,,,,,9,359
,,ORF,Norfolk International,Norfolk,VA,Conc. A Checkpoint,146
,,,,,,Conc. B Checkpoint,247
,,PAE,Snohomish County Airport-Paine Field,Snohomish County,WA,PAE Main,61
,,PAH,Barkley Regional,West Paducah,KY,PAH,18
,,PBI,West Palm Beach International,West Palm Beach,FL,PBI A/B,127
,,,,,,PBI C,287
,,PDX,Portland International Airport,Portland,OR,PDX A/B/C,885
,,,,,,PDX D/E,833
,,PHF,Newport News/Williamsburg International,Newport News,VA,PHF Checkpoint,3
,,PHL,Philadelphia International,Philadelphia,PA,A East,556
,,,,,,A West Sec 7,336
,,,,,,Checkpoint B,501
,,,,,,Checkpoint C,456
,,,,,,Checkpoint D\E,761
,,,,,,Checkpoint F,231
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,890
,,,,,,T-4 A,773
,,,,,,T-4 B,513
,,,,,,T-4 C,847
,,,,,,T-4 D,665
,,PIA,Greater Peoria,Peoria,IL,Checkpoint A,118
,,PIH,Pocatello Regional,Pocatello,ID,PIH-Ckpt,3
,,PIT,Pittsburgh International,Pittsburgh,PA,Alternate Checkpoint,177
,,,,,,Main Checkpoint,898
,,PNS,Pensacola International,Pensacola,FL,PNS-A,423
,,PSC,Tri-Cities,Pasco,WA,PSC Main,152
,,PSP,Palm Springs Regional,Palm Springs,CA,PSP01,160
,,PUB,Pueblo Memorial,Pueblo,CO,PUBZ,6
,,PVD,Rhode Island T.F. Green International,Warwick,RI,Checkpoint A,287
,,PVU,Provo Municipal Airport,Utah County,UT,Checkpoint 1,66
,,PWM,Portland International Jetport,Portland,ME,Terminal 2,162
,,RAP,Rapid City Regional,Rapid City,SD,1,20
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/27/2023,06:00,RDM,Roberts Field,Redmond,OR,RDMZ,205
,,RDU,Raleigh-Durham International,RDU Airport,NC,Employee Screening Checkpoint (ESC),50
,,,,,,Terminal 1 Checkpoint,194
,,,,,,Terminal 2 Checkpoint,"1,340"
,,RIC,Richmond International,Richmond,VA,RIC Concourse A,148
,,,,,,RIC Concourse B,522
,,RKD,Knox County Regional,Rockland,ME,Gate 1,5
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,253
,,ROA,Roanoke Regional Woodrum Field,Roanoke,VA,ROA01,110
,,ROC,Greater Rochester International Airport,Rochester,NY,Checkpoint,114
,,ROW,Roswell International Air Center,Roswell,NM,Checkpoint 1,60
,,RST,Rochester International,Rochester,MN,Main Checkpoint,0
,,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint B Lower,47
,,,,,,Checkpoint C Lower,201
,,,,,,Checkpoint C Upper,107
,,,,,,Checkpoint D Lower,77
,,,,,,Checkpoint D Upper,66
,,RUT,Rutland State,North Clarendon,VT,SFB-A,7
,,SAF,Santa Fe Municipal,Santa Fe,NM,Checkpoint 1,57
,,SAN,San Diego Intl-Lindbergh Field,San Diego,CA,CKPT-2,484
,,,,,,CKPT-3,775
,,,,,,CKPT-5,913
,,,,,,CKPT-6,"1,178"
,,SAT,San Antonio International,San Antonio,TX,SAT01,558
,,,,,,SAT02,447
,,SAV,Savannah International,Savannah,GA,SAV-A,377
,,SAW,Sawyer International,Gwinn,MI,Gate,44
,,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,73
,,SBN,South Bend International,South Bend,IN,A CONC,84
,,SBP,San Luis Obispo County,San Luis Obispo,CA,SBP01,2
,,SDF,Louisville International,Louisville,KY,SDF-A,600
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP 1,546
,,,,,,SCP 2,"1,059"
,,,,,,SCP 3,797
,,,,,,SCP 4,"1,068"
,,,,,,SCP 5,552
,,SFO,San Francisco International,San Francisco,CA,Employee Security Checkpoint D,48
,,,,,,Employee Security Checkpoint F,65
,,,,,,Security Checkpoint A,220
,,,,,,Security Checkpoint B,764
,,,,,,Security Checkpoint D,788
,,,,,,Security Checkpoint F-1,"1,035"
,,,,,,Security Checkpoint F-3,118
,,,,,,Security Checkpoint G,230
,,SGF,Springfield/Branson National,Springfield,MO,Main Checkpoint,120
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,73
,,SIT,Sitka Municipal,Sitka,AK,SIT-01,74
,,SJC,San Jose International,San Jose,CA,Terminal A,304
,,,,,,Terminal B North,939
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint 5,436
,,,,,,Checkpoint BC,944
,,SLC,Salt Lake City International,Salt Lake City,UT,Main,"1,489"
,,SMF,Sacramento International Airport,Sacramento,CA,Central B,931
,,,,,,Terminal A,187
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
6/27/2023,06:00,SNA,Orange County John Wayne,Santa Ana,CA,CKPT A,643
,,,,,,CKPT B,371
,,,,,,CKPT C,538
,,SPI,Abraham Lincoln Capital Airport,Springfield,IL,Checkpoint A,49
,,SRQ,Sarasota-Bradenton,Sarasota,FL,SRQ B,262
,,STL,St. Louis Lambert International,St Louis,MO,T1-A,261
,,,,,,T1-C,476
,,,,,,T2-E,418
,,,,,,T2-F,558
,,STS,Sonoma County Airport,Santa Rosa,CA,STS01,83
,,STX,Henry E. Rohlsen,Christiansted,VI,STX A,0
,,,,,,STX-B,12
,,SUN,Friedman Memorial,Hailey,ID,SUN-Ckpt,63
,,SYR,Syracuse-Hancock International,North Syracuse,NY,Central,305
,,TLH,Tallahassee International,Tallahassee,FL,TLH A,163
,,TPA,Tampa International,Tampa,FL,TPA A,398
,,,,,,TPA C,791
,,,,,,TPA E,877
,,,,,,TPA F,452
,,TRI,Tri City Regional,Blountville,TN,TRI-A,60
,,TTN,Trenton Mercer Airport,Mercer,NJ,767,21
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,457
,,TUS,Tucson International,Tucson,AZ,ACP,13
,,,,,,BCP,124
,,TVC,Cherry Capital,Traverse City,MI,TVC1,138
,,TWF,Magic Valley Regional,Twin Falls,ID,TWF-Ckpt,0
,,TXK,Texarkana Regional,Texarkana,AR,TXK01,0
,,TYR,Tyler Pounds Regional Airport,Tyler,TX,TYR01,1
,,TYS,McGhee Tyson,Alcoa,TN,Checkpoint 1,304
,,UNV,University Park,University Park,PA,Main Terminal,82
,,VLD,Valdosta Regional Airport,Valdosta,GA,VLD-A,42
,,VPS,Destin-Fort Walton Beach Airport,Eglin Air Force Base,FL,VPS-A,314
,,XNA,Northwest Arkansas National Airport,Bentonville,AR,Checkpoint 2,158
