0,1,2,3,4,5,6,7
,,STT,Cyril E King,St Thomas,VI,STT B,278
,,STX,Henry E Rohlsen,Christiansted,VI,STX-B,35
,,SUN,Friedman Memorial,Hailey,ID,SUN-Ckpt,74
,,SWF,New York Stewart International,New  Windor,NY,Main Checkpoint,3
,,SYR,Syracuse Hancock International,North Syracuse,NY,Central,516
,,TLH,Tallahassee International,Tallahassee,FL,TLH A,152
,,TPA,Tampa International,Tampa,FL,TPA A,618
,,,,,,TPA C,603
,,,,,,TPA E,718
,,,,,,TPA F,320
,,TRI,Tri-Cities,Blountville,TN,TRI-A,10
,,TTN,Trenton Mercer,Mercer,NJ,767,100
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,335
,,TUS,Tucson International,Tucson,AZ,ACP,282
,,,,,,BCP,564
,,TVC,Cherry Capital,Traverse City,MI,TVC1,260
,,TVF,Thief River Falls Regional,Thief River Falls,MN,Checkpoint,12
,,TYS,Mc Ghee Tyson,Alcoa,TN,Checkpoint 1,181
,,VPS,Eglin AFB/Destin-Ft Walton Beach,Eglin Air Force Base,FL,VPS-A,189
,,,,,,VPS-C,49
,,XNA,Northwest Arkansas National,Bentonville,AR,Checkpoint 2,225
,,XWA,Williston Basin International,Williston,ND,Main Checkpoint,49
,,YAK,Yakutat,Yakutat,AK,YAK-01,12
,12:00,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,173
,,ABI,Abilene Regional,Abilene,TX,ABIA,0
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,739
,,ACK,Nantucket Memorial,Nantucket,MA,Main Terminal - 1,100
,,ACV,California Redwood Coast-Humboldt County,McKinleyville,CA,ACV01,47
,,ACY,Atlantic City International,Pleasantville,NJ,Overflow Checkpoint,88
,,AGS,Augusta Regional at Bush Field,Augusta,GA,AGS-1,63
,,AKN,King Salmon,King Salmon,AK,ASAA SCP,26
,,ALB,Albany International,Albany,NY,Main Checkpoint,264
,,ALW,Walla Walla Regional,Walla Walla,WA,ALW Main,44
,,AMA,Rick Husband Amarillo International,Amarillo,TX,AMA30,75
,,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,791
,,ASE,Aspen-Pitkin County/Sardy Field,Aspen,CO,Checkpoint 1,58
,,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,F Arrival Checkpoint,219
,,,,,,F Departure Checkpoint,580
,,,,,,Lower North Checkpoint,162
,,,,,,Main Checkpoint,"1,529"
,,,,,,New T North Checkpoint,671
,,,,,,T South Checkpoint,"1,229"
,,ATW,Appleton International,Appleton,WI,Checkpoint,71
,,AUS,Austin-Bergstrom International,Austin,TX,AUS01,"1,112"
,,,,,,AUS02E,320
,,,,,,AUS02W,369
,,,,,,AUS03,191
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
8/3/2023,12:00,AUS,Austin-Bergstrom International,Austin,TX,AUSST,104
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,510
,,AVP,Wilkes-Barre/Scranton International,Avoca,PA,Checkpoint,21
,,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,Main,24
,,BDL,Bradley International,Windsor Locks,CT,A1,253
,,BET,Bethel,Bethel,AK,BET-01,132
,,BFL,Meadows Field,Bakersfield,CA,BFL01,57
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,90
,,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,Central,341
,,BIL,Billings Logan International,Billings,MT,BILM,158
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,69
,,BLI,Bellingham International,Bellingham,WA,BLIZ,137
,,BMI,Central Illinois Regional/Bloomington-Normal,Bloomington,IL,Checkpoint A,50
,,BNA,Nashville International,Nashville,TN,BNA Central,"1,713"
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,821
,,BOS,General Edward Lawrence Logan International,East Boston,MA,A1,930
,,,,,,B1,861
,,,,,,B5,751
,,,,,,C2,721
,,,,,,E2,312
,,BTR,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,LA,BTR01,62
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,91
,,BUF,Buffalo Niagara International,Cheektowaga,NY,Main Checkpoint,535
,,BUR,Bob Hope,Burbank,CA,BUR01,426
,,,,,,BUR02,102
,,BWI,Baltimore/Washington International Thurgood Marshall,BWI Airport,MD,A Checkpoint,225
,,,,,,B Checkpoint,683
,,,,,,C Checkpoint,300
,,,,,,D/E Checkpoint,447
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,425
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,63
,,CAK,Akron-Canton Regional,North Canton,OH,Main,74
,,CDV,Merle K (Mudhole) Smith,Cordova,AK,Checkpoint CDV-01,29
,,CHA,Lovell Field,Chattanooga,TN,CHA-A,67
,,CHO,Charlottesville-Albemarle,Charlottesville,VA,CHO - Checkpoint,39
,,CHS,Charleston AFB/International,Charleston,SC,Checkpoint,516
,,CID,The Eastern Iowa,Cedar Rapids,IA,CID Passenger,166
,,CIU,Chippewa County International,Kincheloe,MI,CIU1,48
,,CKB,North Central West Virginia,Bridgeport,WV,CKB01,60
,,CLE,Cleveland-Hopkins International,Cleveland,OH,Central,367
,,,,,,South,518
,,CLT,Charlotte/Douglas International,Charlotte,NC,A Checkpoint,172
,,,,,,C Checkpoint,733
,,,,,,D Checkpoint,159
,,,,,,E Checkpoint,540
,,CMH,John Glenn Columbus International,Columbus,OH,A,299
,,,,,,B,324
,,,,,,C,257
,,CNY,Canyonlands Regional,Moab,UT,CNYZ,13
,,COD,Yellowstone Regional,Cody,WY,COD 01,49
,,COS,City Of Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,216
,,COU,Columbia Regional,Columbia,MO,Gate 1 Hold Area,31
,,CPR,Casper/Natrona County International,Casper,WY,CPR 01,39
,,CRP,Corpus Christi International,Corpus Christi,TX,CRP01,92
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
8/3/2023,12:00,CRW,West Virginia International Yeager,Charleston,WV,CRW01,54
,,CSG,Columbus,Columbus,GA,CSG-A,77
,,CVG,Cincinnati/Northern Kentucky International,Hebron,KY,T3-MCP,937
,,DAB,Daytona Beach International,Daytona Beach,FL,DAB A,115
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,"1,044"
,,DAY,James M Cox Dayton International,Dayton,OH,Main,244
,,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,610
,,,,,,North Checkpoint,"1,182"
,,,,,,South Checkpoint,630
,,DEN,Denver International,Denver,CO,A Bridge,647
,,,,,,North,"1,424"
,,,,,,South,"2,331"
,,DFW,Dallas-Fort Worth International,DFW Airport,TX,A12,82
,,,,,,A21,364
,,,,,,A35,172
,,,,,,B30,173
,,,,,,B9,234
,,,,,,C10,205
,,,,,,C21,404
,,,,,,C30,242
,,,,,,D18,161
,,,,,,D22,53
,,,,,,D30,337
,,,,,,E16,262
,,,,,,E18,459
,,,,,,E33,361
,,,,,,E8,224
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,13
,,DRO,Durango-La Plata County,Durango,CO,Checkpoint,71
,,DSM,Des Moines International,Des Moines,IA,DSM Passenger (Alpha),374
,,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-1,324
,,,,,,Blue-2,356
,,,,,,Red 1,448
,,,,,,Red 2,451
,,,,,,Red 3,402
,,,,,,Red 5,202
,,,,,,Red 6,56
,,DUJ,Dubois Regional,Falls Creek,PA,DUJ-01,2
,,EAT,Pangborn Memorial,East Wenatchee,WA,EAT Main,47
,,ECP,Northwest Florida Beaches International Airport,West Bay,FL,Checkpoint 1,166
,,EGE,Eagle County Regional,Eagle,CO,Checkpoint,26
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,422
,,ERI,Erie International/Tom Ridge Field,Erie,PA,Main Terminal,46
,,EUG,Mahlon Sweet Field,Eugene,OR,EUGZ,563
,,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,"1,326"
,,,,,,CKPT-B1,473
,,,,,,CKPT-B2,110
,,,,,,CKPT-B3,9
,,,,,,CKPT-C1,"1,074"
,,EYW,Key West International,Key West,FL,EYW Checkpoint,72
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,58
,,FAR,Hector International,Fargo,ND,Gate,196
,,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,322
,,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,Terminal,33
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
8/3/2023,12:00,FLL,Fort Lauderdale/Hollywood International,Fort Lauderdale,FL,T1 Checkpoint,861
,,,,,,T2 Checkpoint,504
,,,,,,T3E Checkpoint,532
,,,,,,T3F Checkpoint,429
,,,,,,T4 Checkpoint,620
,,FNT,Bishop International,Flint,MI,AOO-01,168
,,FSD,Joe Foss Field,Sioux Falls,SD,Gate,380
,,FWA,Fort Wayne International,Ft. Wayne,IN,Gate,45
,,GEG,Spokane International,Spokane,WA,GEG-A/B,384
,,,,,,GEGC,280
,,GGG,East Texas Regional,Longview,TX,GGGA,16
,,GGW,Wokal Field/Glasgow-Valley County,Glasgow,MT,Checkpoint 1,6
,,GJT,Grand Junction Regional,Grand Junction,CO,GJTZ,30
,,GNV,Gainesville Regional,Gainesville,FL,GNV A,76
,,GPI,Glacier Park International,Kalispell,MT,Main Checkpoint,360
,,GPT,Gulfport-Biloxi International,Gulfport,MS,GPT-A,22
,,GRR,Gerald R Ford International,Grand Rapids,MI,Central Checkpoint,511
,,GSO,Piedmont Triad International,Greensboro,NC,North Concourse,134
,,,,,,South Concourse,22
,,GSP,Greenville Spartanburg International,Greer,SC,Checkpoint,100
,,GTF,Great Falls International,Great Falls,MT,GTF E/W,49
,,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,GUC1,41
,,GUM,Guam International,Tamuning,GU,GUM01,214
,,HDN,Yampa Valley,Hayden,CO,HDN A,119
,,HLN,Helena Regional,Helena,MT,HLNZ,42
,,HNL,Daniel K Inouye International,Honolulu,HI,HNL02,195
,,,,,,HNL03,"1,115"
,,,,,,HNL04,388
,,,,,,Makai,188
,,,,,,Mauka,411
,,HOU,William P Hobby,Houston,TX,CENTRAL,993
,,HPN,Westchester County,White Plains,NY,Main Terminal,221
,,HRL,Valley International,Harlingen,TX,HRL01,44
,,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,HSV-A,96
,,HTS,Tri-State/Milton J Ferguson Field,Huntington,WV,Main Terminal,79
,,HVN,Tweed/New Haven,New Haven,CT,Gate 1,208
,,HXD,Hilton Head,Hilton Head Island,SC,Gate,79
,,HYA,Cape Cod Gateway,Hyannis,MA,Gate,0
,,IAD,Washington Dulles International,Dulles,VA,East Mezzanine,445
,,,,,,Employee Checkpoint,270
,,,,,,Passenger Screening Area:  PreCheck,364
,,,,,,West Mezzanine,369
,,IAH,George Bush Intercontinental/Houston,Houston,TX,10/AN Terminal,361
,,,,,,12/AS Terminal,459
,,,,,,20/B Terminal,343
,,,,,,21/B-Employee,188
,,,,,,30/CN Terminal,703
,,,,,,31/CS Terminal,368
,,,,,,40/D Terminal,442
,,,,,,71/FIS Checkpoint,229
,,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,Wichita Main,249
,,IDA,Idaho Falls Regional,Idaho Falls,ID,IDA-Ckpt,115
,,ILG,New Castle,New Castle,DE,ILG1,73
,,ILM,Wilmington International,Wilmington,NC,Terminal,292
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
8/3/2023,12:00,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,558
,,,,,,Checkpoint B,355
,,ISP,Long Island Mac Arthur,Ronkonkoma,NY,ISP East,164
,,ITO,Hilo International,Hilo,HI,ITO01,158
,,IWA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,78
,,IWD,Gogebic/Iron County,Ironwood,MI,Gate,19
,,JAC,Jackson Hole,Jackson,WY,JAC 01,231
,,JAN,Jackson-Medgar Wiley Evers International,Jackson,MS,JAN-East,29
,,,,,,JAN-West,65
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,681
,,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,489
,,,,,,Terminal 4 FIS CP,392
,,,,,,Terminal 5,"1,184"
,,,,,,Terminal 7,156
,,,,,,Terminal 8,605
,,JMS,Jamestown Regional,Jamestown,ND,Gate,24
,,JNU,Juneau International,Juneau,AK,JNU-01,80
,,JQF,Concord-Padgett Regional,Concord,NC,Checkpoint 1,34
,,KOA,Ellison Onizuka Kona International at Keahole,Kailua-Kona,HI,KOA03,813
,,KTN,Ketchikan International,Ketchikan,AK,KTN-01,78
,,LAN,Capital Region International,Lansing,MI,Gate,44
,,LAS,Harry Reid International,Las Vegas,NV,Term 1 - AB,"1,070"
,,,,,,Term 1 - C,276
,,,,,,Term 1 - CX,951
,,,,,,Term 1 - D,579
,,,,,,Terminal 3 - E Lower (1),164
,,,,,,Terminal 3 - E Upper,"1,287"
,,LAX,Los Angeles International,Los Angeles,CA,Suites,2
,,,,,,TBIT Main Checkpoint,"1,647"
,,,,,,Terminal 1 - Passenger,363
,,,,,,Terminal 1.5 – Passenger,652
,,,,,,Terminal 3 - Delta One,7
,,,,,,Terminal 3 - Passenger,"1,039"
,,,,,,Terminal 4 - Passenger,372
,,,,,,Terminal 5 - Passenger,508
,,,,,,Terminal 5A - Passenger,371
,,,,,,Terminal 6 - Passenger,555
,,,,,,Terminal 7 - Passenger,961
,,LBB,Lubbock Preston Smith International,Lubbock,TX,LBBA,130
,,LBE,Arnold Palmer Regional,Latrobe,PA,Main Terminal,29
,,LCK,Rickenbacker International,Columbus,OH,Checkpoint 1,130
,,LEB,Lebanon Municipal,West Lebanon,NH,GATE 1-2,5
,,LEX,Blue Grass,Lexington,KY,LEX-A,281
,,LFT,Lafayette Regional/Paul Fournet Field,Lafayette,LA,LFT01,12
,,LGA,LaGuardia,Flushing,NY,TA CHK,109
,,LGB,Long Beach (Daugherty Field),Long Beach,CA,Checkpoint,307
,,LIH,Lihue,Lihue,HI,LIH01,662
,,,,,,LIH02 South,123
,,LIT,Bill and Hillary Clinton National/Adams Field,Little Rock,AR,LITA,91
,,LNK,Lincoln,Lincoln,NE,North Hold,5
,,LSE,La Crosse Regional,La Crosse,WI,Gate,0
,,LWS,Lewiston/Nez Perce County,Lewiston,ID,LWS-Ckpt,19
,,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,LYH - Checkpoint,0
,,MAF,Midland International Air And Space Port,Midland,TX,MAFA,163
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
8/3/2023,12:00,MBS,MBS International,Freeland,MI,Passenger Terminal,0
,,MCI,Kansas City International,Kansas City,MO,Passenger Screening Checkpoint,"1,065"
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,"1,439"
,,,,,,EAST FIS,18
,,,,,,SOUTH Checkpoint,443
,,,,,,WEST Checkpoint,"1,871"
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,221
,,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,"2,187"
,,MEM,Memphis International,Memphis,TN,MEM-B,554
,,MFE,Mc Allen Miller International,McAllen,TX,MFE01,161
,,MFR,Rogue Valley International - Medford,Medford,OR,MFRZ,227
,,MGM,Montgomery Regional (Dannelly Field),Montgomery,AL,MGM-A,99
,,MHT,Manchester Boston Regional,Manchester,NH,Checkpoint,181
,,MIA,Miami International,Miami,FL,Central-E,348
,,,,,,Central-FA-Upper,274
,,,,,,Central-G,294
,,,,,,North 1,341
,,,,,,North 2,319
,,,,,,North 3,343
,,,,,,North 4,185
,,,,,,North FIS,778
,,,,,,South-H,442
,,,,,,South-J1,294
,,,,,,South-J2,294
,,MKE,General Mitchell International,Milwaukee,WI,CONC C,165
,,,,,,CONC D,394
,,MLB,Melbourne Orlando International,Melbourne,FL,MLB A,81
,,MLI,Quad Cities International,Moline,IL,Checkpoint A,40
,,MOB,Mobile Regional,Mobile,AL,MOB-A,70
,,MOT,Minot International,Minot,ND,Gate,27
,,MRY,Monterey Regional,Monterey,CA,MRY02,47
,,MSN,Dane County Regional/Truax Field,Madison,WI,Checkpoint Alpha,124
,,,,,,Checkpoint Bravo,61
,,MSO,Missoula Montana,Missoula,MT,Main Security Screen,225
,,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,North CP,940
,,,,,,P-7,88
,,,,,,South CP,"1,125"
,,,,,,T2 CP1,562
,,,,,,T2 CP2,92
,,MSY,Louis Armstrong New Orleans International,Kenner,LA,MSY01,"1,150"
,,MTJ,Montrose Regional,Montrose,CO,MTJZ,153
,,MVY,Martha's Vineyard,Vineyard Haven,MA,Gate 1,92
,,MWA,Veterans Airport Of Southern Illinois,Marion,IL,Checkpoint A,12
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,612
,,NYL,Yuma MCAS/Yuma International,Yuma,AZ,YUM01,10
,,OAJ,Albert J Ellis,Richlands,NC,Terminal,95
,,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,270
,,,,,,TERM2,454
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,954
,,,,,,OGG02,291
,,OKC,Will Rogers World,Oklahoma City,OK,Main Checkpoint,543
,,OLF,L M Clayton,Wolf Point,MT,Checkpoint 1,5
,,OMA,Eppley Airfield,Omaha,NE,Terminal A,288
,,,,,,Terminal B,405
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
8/3/2023,12:00,ONT,Ontario International,Ontario,CA,T2,182
,,,,,,T4,516
,,ORD,Chicago O'Hare International,Chicago,IL,1,831
,,,,,,10,943
,,,,,,10A,17
,,,,,,11,18
,,,,,,2,"1,067"
,,,,,,3A,427
,,,,,,4B,145
,,,,,,5,431
,,,,,,6,290
,,,,,,6A,98
,,,,,,7,592
,,,,,,7A,638
,,,,,,8,316
,,,,,,9,301
,,ORF,Norfolk International,Norfolk,VA,Conc. A Checkpoint,343
,,,,,,Conc. B Checkpoint,215
,,ORH,Worcester Regional,Worcester,MA,Checkpoint 1,110
,,OTH,Southwest Oregon Regional,North Bend,OR,OTHZ,40
,,OTZ,Ralph Wien Memorial,Kotzebue,AK,OTZ-01,5
,,PAE,Snohomish County (Paine Field),Snohomish County,WA,PAE Main,20
,,PBI,Palm Beach International,West Palm Beach,FL,PBI A/B,356
,,,,,,PBI C,545
,,PDX,Portland International,Portland,OR,PDX A/B/C,703
,,,,,,PDX D/E,"1,075"
,,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,54
,,PHF,Newport News/Williamsburg International,Newport News,VA,PHF Checkpoint,0
,,PHL,Philadelphia International,Philadelphia,PA,A East,323
,,,,,,A West Sec 7,49
,,,,,,Checkpoint B,591
,,,,,,Checkpoint C,447
,,,,,,Checkpoint D\E,883
,,,,,,Checkpoint F,189
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,"1,225"
,,,,,,T-4 A,680
,,,,,,T-4 B,234
,,,,,,T-4 C,568
,,,,,,T-4 D,362
,,PIA,General Downing - Peoria International,Peoria,IL,Checkpoint A,0
,,PIE,St Pete-Clearwater International,Clearwater,FL,PIE A,84
,,,,,,PIE B,189
,,PIT,Pittsburgh International,Pittsburgh,PA,Alternate Checkpoint,83
,,,,,,Main Checkpoint,"1,420"
,,PKB,Mid-Ohio Valley Regional,Parkersburg,WV,Main,11
,,PNS,Pensacola International,Pensacola,FL,PNS-A,293
,,PRC,Prescott Regional - Ernest A Love Field,Prescott,AZ,PRC01,0
,,PSC,Tri-Cities,Pasco,WA,PSC Main,248
,,PSE,Mercedita,Ponce,PR,Mercedita Airport,142
,,PSG,Petersburg James A Johnson,Petersburg,AK,PSG-01,25
,,PSP,Palm Springs International,Palm Springs,CA,PSP01,190
,,PUB,Pueblo Memorial,Pueblo,CO,PUBZ,2
,,PVD,Rhode Island TF Green International,Warwick,RI,Checkpoint A,331
,,PVU,Provo Municipal,Utah County,UT,Checkpoint 1,58
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
8/3/2023,12:00,PWM,Portland International Jetport,Portland,ME,Terminal 2,256
,,RAP,Rapid City Regional,Rapid City,SD,1,107
,,RDM,Roberts Field,Redmond,OR,RDMZ,268
,,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 1 Checkpoint,361
,,,,,,Terminal 2 Checkpoint,864
,,RIC,Richmond International,Richmond,VA,RIC Concourse A,84
,,,,,,RIC Concourse B,406
,,RIW,Central Wyoming Regional,Riverton,WY,RIW 01,10
,,RKD,Knox County Regional,Rockland,ME,Gate 1,8
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,490
,,ROA,Roanoke/Blacksburg Regional (Woodrum Field),Roanoke,VA,ROA01,53
,,ROC,Frederick Douglass/Greater Rochester International,Rochester,NY,Checkpoint,109
,,RST,Rochester International,Rochester,MN,Main Checkpoint,50
,,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint B Lower,152
,,,,,,Checkpoint C Lower,167
,,,,,,Checkpoint C Upper,87
,,,,,,Checkpoint D Lower,307
,,,,,,Checkpoint D Upper,124
,,SAF,Santa Fe Municipal,Santa Fe,NM,Checkpoint 1,55
,,SAN,San Diego International,San Diego,CA,CKPT-2,530
,,,,,,CKPT-3,504
,,,,,,CKPT-5,597
,,,,,,CKPT-6,"1,040"
,,SAT,San Antonio International,San Antonio,TX,SAT01,735
,,,,,,SAT02,331
,,SAV,Savannah/Hilton Head International,Savannah,GA,SAV-A,626
,,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,155
,,SBD,San Bernardino International,San Bernardino,CA,Checkpoint 1,3
,,SBN,South Bend International,South Bend,IN,A CONC,89
,,SBP,San Luis County Regional,San Luis Obispo,CA,SBP01,38
,,SDF,Louisville Muhammad Ali International,Louisville,KY,SDF-A,498
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP  IAF,284
,,,,,,SCP 1,292
,,,,,,SCP 2,648
,,,,,,SCP 3,745
,,,,,,SCP 4,776
,,,,,,SCP 5,510
,,SFB,Orlando Sanford International,Sanford,FL,SFB-02,302
,,SFO,San Francisco International,San Francisco,CA,Employee Security Checkpoint D,55
,,,,,,Security Checkpoint A,675
,,,,,,Security Checkpoint B,481
,,,,,,Security Checkpoint D,"1,082"
,,,,,,Security Checkpoint F-1,"1,280"
,,,,,,Security Checkpoint G,704
,,SGF,Springfield-Branson National,Springfield,MO,Main Checkpoint,89
,,SHD,Shenandoah Valley Regional,Weyers Cave,VA,SHD - Checkpoint,0
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,52
,,SIT,Sitka Rocky Gutierrez,Sitka,AK,SIT-01,75
,,SJC,Norman Y Mineta San Jose International,San Jose,CA,Terminal A,389
,,,,,,Terminal B North,627
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint 5,529
,,,,,,Checkpoint BC,"1,515"
,,SLC,Salt Lake City International,Salt Lake City,UT,International,26
,,,,,,Main,"2,115"
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
8/3/2023,12:00,SMF,Sacramento International,Sacramento,CA,Central B,"1,147"
,,,,,,Terminal A,546
,,SNA,John Wayne/Orange County,Santa Ana,CA,CKPT A,532
,,,,,,CKPT B,337
,,,,,,CKPT C,350
,,SPS,Sheppard AFB/Wichita Falls Municipal,Wichita Falls,TX,SPS01,14
,,SRQ,Sarasota/Bradenton International,Sarasota,FL,SRQ B,472
,,STL,St Louis Lambert International,St Louis,MO,T1-A,397
,,,,,,T1-C,304
,,,,,,T2-E,483
,,,,,,T2-F,266
,,STT,Cyril E King,St Thomas,VI,STT B,363
,,STX,Henry E Rohlsen,Christiansted,VI,STX-B,69
,,SUN,Friedman Memorial,Hailey,ID,SUN-Ckpt,47
,,SUX,Sioux Gateway/Brig General Bud Day Field,Sioux City,IA,SUX Passenger,43
,,SWF,New York Stewart International,New  Windor,NY,Main Checkpoint,1
,,SYR,Syracuse Hancock International,North Syracuse,NY,Central,83
,,TBN,Waynesville-St Robert Regional Forney Field,Ft. Leonard Wood,MO,Gate 1 Hold Area,8
,,TLH,Tallahassee International,Tallahassee,FL,TLH A,90
,,TPA,Tampa International,Tampa,FL,TPA A,486
,,,,,,TPA C,315
,,,,,,TPA E,485
,,,,,,TPA F,475
,,TRI,Tri-Cities,Blountville,TN,TRI-A,71
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,305
,,TUS,Tucson International,Tucson,AZ,ACP,54
,,,,,,BCP,148
,,TVC,Cherry Capital,Traverse City,MI,TVC1,179
,,TYS,Mc Ghee Tyson,Alcoa,TN,Checkpoint 1,379
,,UIN,Quincy Regional-Baldwin Field,Quincy,IL,Checkpoint A,4
,,VPS,Eglin AFB/Destin-Ft Walton Beach,Eglin Air Force Base,FL,VPS-A,160
,,,,,,VPS-C,198
,,WYS,Yellowstone,West Yellowstone,MT,WYSZ,43
,,XNA,Northwest Arkansas National,Bentonville,AR,Checkpoint 2,358
,,XWA,Williston Basin International,Williston,ND,Main Checkpoint,14
,,YKM,Yakima Air Terminal/Mcallister Field,Yakima,WA,YKM Main,35
,13:00,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,165
,,ABI,Abilene Regional,Abilene,TX,ABIA,65
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,459
,,ABY,Southwest Georgia Regional,Albany,GA,ABY-A,37
,,ACK,Nantucket Memorial,Nantucket,MA,Main Terminal - 1,127
,,ACV,California Redwood Coast-Humboldt County,McKinleyville,CA,ACV01,69
,,ACY,Atlantic City International,Pleasantville,NJ,Overflow Checkpoint,82
,,AGS,Augusta Regional at Bush Field,Augusta,GA,AGS-1,46
,,AIA,Alliance Municipal,Alliance,NE,Alliance,8
,,ALB,Albany International,Albany,NY,Main Checkpoint,255
,,ALW,Walla Walla Regional,Walla Walla,WA,ALW Main,2
,,AMA,Rick Husband Amarillo International,Amarillo,TX,AMA30,163
,,ANC,Ted Stevens Anchorage International,Anchorage,AK,International,19
,,,,,,South Checkpoint,521
,,ASE,Aspen-Pitkin County/Sardy Field,Aspen,CO,Checkpoint 1,75
,,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,E Concourse Checkpoint,5
,,,,,,F Arrival Checkpoint,625
,,,,,,F Departure Checkpoint,669
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
8/3/2023,13:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,Lower North Checkpoint,279
,,,,,,Main Checkpoint,"1,272"
,,,,,,New T North Checkpoint,711
,,,,,,T South Checkpoint,"1,421"
,,ATW,Appleton International,Appleton,WI,Checkpoint,136
,,AUG,Augusta State,Augusta,ME,Gate 1,0
,,AUS,Austin-Bergstrom International,Austin,TX,AUS01,918
,,,,,,AUS02E,328
,,,,,,AUS02W,371
,,,,,,AUS03,273
,,,,,,AUSST,306
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,354
,,AVP,Wilkes-Barre/Scranton International,Avoca,PA,Checkpoint,18
,,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,Main,32
,,BDL,Bradley International,Windsor Locks,CT,A1,491
,,BFF,Western Nebraska Regional/William B Heilig Field,Gering,NE,Gate 1 Hold Room,18
,,BFL,Meadows Field,Bakersfield,CA,BFL01,46
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,105
,,BHB,Hancock County/Bar Harbor,Trenton,ME,Gate 1,4
