0,1,2,3,4,5,6,7
,,CID,The Eastern Iowa,Cedar Rapids,IA,CID Passenger,109
,,CIU,Chippewa County International,Kincheloe,MI,CIU1,56
,,CLE,Cleveland-Hopkins International,Cleveland,OH,Central,179
,,,,,,North,57
,,,,,,South,168
,,CLT,Charlotte/Douglas International,Charlotte,NC,A Checkpoint,455
,,,,,,C Checkpoint,816
,,,,,,D Checkpoint,373
,,,,,,E Checkpoint,671
,,CMH,John Glenn Columbus International,Columbus,OH,A,170
,,,,,,B,214
,,,,,,C,263
,,CNY,Canyonlands Regional,Moab,UT,CNYZ,13
,,COS,City Of Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,231
,,COU,Columbia Regional,Columbia,MO,Gate 1 Hold Area,63
,,CRP,Corpus Christi International,Corpus Christi,TX,CRP01,186
,,CRW,West Virginia International Yeager,Charleston,WV,CRW01,46
,,CSG,Columbus,Columbus,GA,CSG-A,78
,,CVG,Cincinnati/Northern Kentucky International,Hebron,KY,T3-MCP,748
,,CVN,Clovis Regional,Texico,NM,Checkpoint 1,24
,,CWA,Central Wisconsin,Mosinee,WI,Checkpoint,0
,,DAB,Daytona Beach International,Daytona Beach,FL,DAB A,101
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,"1,280"
,,DAY,James M Cox Dayton International,Dayton,OH,Main,69
,,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,594
,,,,,,North Checkpoint,939
,,,,,,South Checkpoint,618
,,DEN,Denver International,Denver,CO,A Bridge,378
,,,,,,North,"1,329"
,,,,,,South,"2,259"
,,DFW,Dallas-Fort Worth International,DFW Airport,TX,A12,282
,,,,,,A21,567
,,,,,,A35,359
,,,,,,B30,212
,,,,,,B9,278
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/30/2023,11:00,DFW,Dallas-Fort Worth International,DFW Airport,TX,C10,183
,,,,,,C21,665
,,,,,,C30,206
,,,,,,D18,312
,,,,,,D22,328
,,,,,,D30,308
,,,,,,E16,191
,,,,,,E18,437
,,,,,,E33,278
,,,,,,E8,198
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,5
,,DRO,Durango-La Plata County,Durango,CO,Checkpoint,11
,,DSM,Des Moines International,Des Moines,IA,DSM Passenger (Alpha),265
,,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-1,178
,,,,,,Blue-2,427
,,,,,,Red 1,461
,,,,,,Red 2,448
,,,,,,Red 3,439
,,,,,,Red 5,172
,,,,,,Red 6,122
,,ECP,Northwest Florida Beaches International Airport,West Bay,FL,Checkpoint 1,308
,,EGE,Eagle County Regional,Eagle,CO,Checkpoint,153
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,407
,,ESC,Delta County,Escanaba,MI,Gate,41
,,EUG,Mahlon Sweet Field,Eugene,OR,EUGZ,406
,,EWN,Coastal Carolina Regional,New Bern,NC,Terminal,42
,,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,"1,747"
,,,,,,CKPT-B1,436
,,,,,,CKPT-B2,105
,,,,,,CKPT-B3,270
,,,,,,CKPT-C1,"1,435"
,,EYW,Key West International,Key West,FL,EYW Checkpoint,260
,,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,62
,,FAR,Hector International,Fargo,ND,Gate,216
,,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,169
,,FAY,Fayetteville Regional/Grannis Field,Fayetteville,NC,Terminal,38
,,FLL,Fort Lauderdale/Hollywood International,Fort Lauderdale,FL,T1 Checkpoint,"1,259"
,,,,,,T2 Checkpoint,360
,,,,,,T3E Checkpoint,279
,,,,,,T3F Checkpoint,527
,,,,,,T4 Checkpoint,519
,,FNT,Bishop International,Flint,MI,AOO-01,37
,,FSD,Joe Foss Field,Sioux Falls,SD,Gate,228
,,FWA,Fort Wayne International,Ft. Wayne,IN,Gate,154
,,GDV,Dawson Communicipalty,Glendive,MT,Checkpoint 1,7
,,GEG,Spokane International,Spokane,WA,GEG-A/B,600
,,,,,,GEGC,201
,,GFK,Grand Forks International,Grand Forks,ND,Gate,118
,,GJT,Grand Junction Regional,Grand Junction,CO,GJTZ,148
,,GNV,Gainesville Regional,Gainesville,FL,GNV A,2
,,GPI,Glacier Park International,Kalispell,MT,Main Checkpoint,307
,,GPT,Gulfport-Biloxi International,Gulfport,MS,GPT-A,103
,,GRB,Green Bay/Austin Straubel International,Green Bay,WI,Concourse A,1
,,,,,,Concourse B,23
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/30/2023,11:00,GRI,Central Nebraska Regional,Grand Island,NE,GRI-1,131
,,GRK,Robert Gray AAF,Killeen,TX,GRK02,43
,,GRR,Gerald R Ford International,Grand Rapids,MI,Central Checkpoint,341
,,GSN,Francisco C Ada/Saipan International,Saipan,MP,GSN01,1
,,GSO,Piedmont Triad International,Greensboro,NC,North Concourse,146
,,,,,,South Concourse,1
,,GSP,Greenville Spartanburg International,Greer,SC,Checkpoint,259
,,GTF,Great Falls International,Great Falls,MT,GTF E/W,54
,,GUC,Gunnison-Crested Butte Regional,Gunnison,CO,GUC1,19
,,GUM,Guam International,Tamuning,GU,GUM01,70
,,HLN,Helena Regional,Helena,MT,HLNZ,36
,,HNL,Daniel K Inouye International,Honolulu,HI,HNL02,132
,,,,,,HNL03,"1,320"
,,,,,,HNL04,469
,,,,,,Makai,517
,,,,,,Mauka,698
,,HOU,William P Hobby,Houston,TX,CENTRAL,992
,,HPN,Westchester County,White Plains,NY,Main Terminal,169
,,HRL,Valley International,Harlingen,TX,HRL01,136
,,HSV,Huntsville International-Carl T Jones Field,Huntsville,AL,HSV-A,170
,,HVN,Tweed/New Haven,New Haven,CT,Gate 1,173
,,HVR,Havre City-County,Havre,MT,Checkpoint 1,3
,,HXD,Hilton Head,Hilton Head Island,SC,Gate,113
,,HYA,Cape Cod Gateway,Hyannis,MA,Gate,104
,,HYS,Hays Regional,Hays,KS,HYS-1,14
,,IAD,Washington Dulles International,Dulles,VA,East Mezzanine,610
,,,,,,Employee Checkpoint,133
,,,,,,Passenger Screening Area:  PreCheck,387
,,,,,,West Mezzanine,94
,,IAH,George Bush Intercontinental/Houston,Houston,TX,10/AN Terminal,824
,,,,,,12/AS Terminal,696
,,,,,,20/B Terminal,530
,,,,,,21/B-Employee,14
,,,,,,30/CN Terminal,773
,,,,,,31/CS Terminal,575
,,,,,,40/D Terminal,408
,,,,,,71/FIS Checkpoint,482
,,ICT,Wichita Dwight D Eisenhower National,Wichita,KS,Wichita Main,331
,,IDA,Idaho Falls Regional,Idaho Falls,ID,IDA-Ckpt,49
,,ILG,New Castle,New Castle,DE,ILG1,67
,,ILM,Wilmington International,Wilmington,NC,Terminal,29
,,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,299
,,,,,,Checkpoint B,319
,,IRK,Kirksville Regional,Kirksville,MO,Kirksville,3
,,ISP,Long Island Mac Arthur,Ronkonkoma,NY,ISP East,205
,,ITO,Hilo International,Hilo,HI,ITO01,129
,,IWA,Phoenix-Mesa Gateway,Mesa,AZ,IWA01,208
,,JAC,Jackson Hole,Jackson,WY,JAC 01,242
,,JAN,Jackson-Medgar Wiley Evers International,Jackson,MS,JAN-East,99
,,,,,,JAN-West,187
,,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,803
,,JFK,John F Kennedy International,Jamaica,NY,Terminal 1,584
,,,,,,Terminal 4 FIS CP,264
,,,,,,Terminal 4 Main,"1,109"
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/30/2023,11:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 5,775
,,,,,,Terminal 7,308
,,,,,,Terminal 8,676
,,JNU,Juneau International,Juneau,AK,JNU-01,145
,,KOA,Ellison Onizuka Kona International at Keahole,Kailua-Kona,HI,KOA03,870
,,KTN,Ketchikan International,Ketchikan,AK,KTN-01,94
,,LAN,Capital Region International,Lansing,MI,Gate,1
,,LAS,Harry Reid International,Las Vegas,NV,Term 1 - AB,"1,175"
,,,,,,Term 1 - C,337
,,,,,,Term 1 - CX,"1,459"
,,,,,,Term 1 - D,740
,,,,,,Terminal 3 - E Lower (1),241
,,,,,,Terminal 3 - E Upper,"1,697"
,,LAX,Los Angeles International,Los Angeles,CA,Suites,11
,,,,,,TBIT Main Checkpoint,"1,697"
,,,,,,TBIT MSC - Passenger,189
,,,,,,Terminal 1 - Passenger,427
,,,,,,Terminal 1.5 – Passenger,523
,,,,,,Terminal 3 - Delta One,7
,,,,,,Terminal 3 - Passenger,"1,249"
,,,,,,Terminal 4 - Passenger,530
,,,,,,Terminal 5 - Passenger,568
,,,,,,Terminal 5A - Passenger,345
,,,,,,Terminal 6 - Passenger,487
,,,,,,Terminal 7 - Passenger,907
,,LBB,Lubbock Preston Smith International,Lubbock,TX,LBBA,141
,,LBL,Liberal Mid-America Regional,Liberal,KS,LBL-1,22
,,LCH,Lake Charles Regional,Lake Charles,LA,LCH01,72
,,LCK,Rickenbacker International,Columbus,OH,Checkpoint 1,75
,,LEB,Lebanon Municipal,West Lebanon,NH,GATE 1-2,5
,,LEX,Blue Grass,Lexington,KY,LEX-A,120
,,LFT,Lafayette Regional/Paul Fournet Field,Lafayette,LA,LFT01,32
,,LGA,LaGuardia,Flushing,NY,TA CHK,190
,,,,,,TB-CHK,"1,621"
,,,,,,TC CHK West,"1,744"
,,LGB,Long Beach (Daugherty Field),Long Beach,CA,Checkpoint,229
,,LIH,Lihue,Lihue,HI,LIH01,576
,,,,,,LIH02 South,122
,,LIT,Bill and Hillary Clinton National/Adams Field,Little Rock,AR,LITA,338
,,LNK,Lincoln,Lincoln,NE,North Hold,2
,,LRD,Laredo International,Laredo,TX,LRD 01,56
,,LSE,La Crosse Regional,La Crosse,WI,Gate,45
,,LWS,Lewiston/Nez Perce County,Lewiston,ID,LWS-Ckpt,50
,,LYH,Lynchburg Regional/Preston Glenn Field,Lynchburg,VA,LYH - Checkpoint,0
,,MAF,Midland International Air And Space Port,Midland,TX,MAFA,110
,,MBL,Manistee County/Blacker,Manistee,MI,MBL1,7
,,MBS,MBS International,Freeland,MI,Passenger Terminal,53
,,MCI,Kansas City International,Kansas City,MO,Passenger Screening Checkpoint,"1,454"
,,MCO,Orlando International,Orlando,FL,EAST Checkpoint,"1,888"
,,,,,,EAST FIS,6
,,,,,,SOUTH Checkpoint,392
,,,,,,WEST Checkpoint,"2,015"
,,MDT,Harrisburg International,Middletown,PA,MDT Main Terminal,140
,,MDW,Chicago Midway International,Chicago,IL,Main Checkpoint,"1,287"
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/30/2023,11:00,MEM,Memphis International,Memphis,TN,MEM-B,579
,,MFE,Mc Allen Miller International,McAllen,TX,MFE01,192
,,MFR,Rogue Valley International - Medford,Medford,OR,MFRZ,189
,,MGM,Montgomery Regional (Dannelly Field),Montgomery,AL,MGM-A,39
,,MGW,Morgantown Municipal (Walter L Bill Hart Field),Morgantown,WV,MGW-01,3
,,MHT,Manchester Boston Regional,Manchester,NH,Checkpoint,269
,,MIA,Miami International,Miami,FL,Central-E,329
,,,,,,Central-FA-Upper,350
,,,,,,Central-G,329
,,,,,,North 1,398
,,,,,,North 2,350
,,,,,,North 3,612
,,,,,,North 4,174
,,,,,,North FIS,535
,,,,,,South-H,295
,,,,,,South-J1,313
,,,,,,South-J2,270
,,MKE,General Mitchell International,Milwaukee,WI,CONC C,254
,,,,,,CONC D,332
,,MLB,Melbourne Orlando International,Melbourne,FL,MLB A,403
,,MLI,Quad Cities International,Moline,IL,Checkpoint A,10
,,MLU,Monroe Regional,Monroe,LA,MLU01,1
,,MOB,Mobile Regional,Mobile,AL,MOB-A,131
,,MOT,Minot International,Minot,ND,Gate,65
,,MRY,Monterey Regional,Monterey,CA,MRY02,146
,,MSN,Dane County Regional/Truax Field,Madison,WI,Checkpoint Alpha,191
,,,,,,Checkpoint Bravo,80
,,MSO,Missoula Montana,Missoula,MT,Main Security Screen,275
,,MSP,Minneapolis-St Paul International/Wold-Chamberlain,St. Paul,MN,North CP,619
,,,,,,P-7,171
,,,,,,South CP,"1,006"
,,,,,,T2 CP1,339
,,MSY,Louis Armstrong New Orleans International,Kenner,LA,MSY01,"1,563"
,,MTJ,Montrose Regional,Montrose,CO,MTJZ,88
,,MVY,Martha's Vineyard,Vineyard Haven,MA,Gate 1,79
,,MYR,Myrtle Beach International,Myrtle Beach,SC,Terminal,902
,,NYL,Yuma MCAS/Yuma International,Yuma,AZ,YUM01,71
,,OAJ,Albert J Ellis,Richlands,NC,Terminal,17
,,OAK,Metropolitan Oakland International,Oakland,CA,TERM1,151
,,,,,,TERM2,577
,,OGG,Kahului,"Kahului, Maui",HI,OGG01,"1,029"
,,,,,,OGG02,388
,,OKC,Will Rogers World,Oklahoma City,OK,Main Checkpoint,551
,,OMA,Eppley Airfield,Omaha,NE,Terminal A,144
,,,,,,Terminal B,346
,,ONT,Ontario International,Ontario,CA,T2,134
,,,,,,T4,454
,,ORD,Chicago O'Hare International,Chicago,IL,1,711
,,,,,,10,486
,,,,,,10A,13
,,,,,,2,897
,,,,,,3A,223
,,,,,,4B,58
,,,,,,5,274
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/30/2023,11:00,ORD,Chicago O'Hare International,Chicago,IL,6,129
,,,,,,6A,112
,,,,,,7,498
,,,,,,7A,516
,,,,,,8,146
,,,,,,9,246
,,ORF,Norfolk International,Norfolk,VA,Conc. A Checkpoint,168
,,,,,,Conc. B Checkpoint,197
,,ORH,Worcester Regional,Worcester,MA,Checkpoint 1,52
,,OTH,Southwest Oregon Regional,North Bend,OR,OTHZ,57
,,OTZ,Ralph Wien Memorial,Kotzebue,AK,OTZ-01,44
,,PBI,Palm Beach International,West Palm Beach,FL,PBI A/B,337
,,,,,,PBI C,444
,,PDX,Portland International,Portland,OR,PDX A/B/C,726
,,,,,,PDX D/E,"1,657"
,,PGD,Punta Gorda,Punta Gorda,FL,Checkpoint 1,154
,,PGV,Pitt-Greenville,Greenville,NC,Terminal,26
,,PHF,Newport News/Williamsburg International,Newport News,VA,PHF Checkpoint,4
,,PHL,Philadelphia International,Philadelphia,PA,A East,222
,,,,,,A West Sec 7,39
,,,,,,Checkpoint B,435
,,,,,,Checkpoint C,270
,,,,,,Checkpoint D\E,650
,,,,,,Checkpoint F,129
,,PHX,Phoenix Sky Harbor International,Phoenix,AZ,T-3 North,976
,,,,,,T-4 A,470
,,,,,,T-4 B,337
,,,,,,T-4 C,518
,,,,,,T-4 D,271
,,PIA,General Downing - Peoria International,Peoria,IL,Checkpoint A,11
,,PIE,St Pete-Clearwater International,Clearwater,FL,PIE A,381
,,,,,,PIE B,289
,,PIT,Pittsburgh International,Pittsburgh,PA,Alternate Checkpoint,141
,,,,,,Main Checkpoint,844
,,PLN,Pellston Regional/Emmet County,Pellston,MI,PLN1,25
,,PNS,Pensacola International,Pensacola,FL,PNS-A,529
,,PSC,Tri-Cities,Pasco,WA,PSC Main,204
,,PSE,Mercedita,Ponce,PR,Mercedita Airport,10
,,PSP,Palm Springs International,Palm Springs,CA,PSP01,403
,,PVC,Provincetown Municipal,Provincetown,MA,Gate,9
,,PVD,Rhode Island TF Green International,Warwick,RI,Checkpoint A,488
,,PVU,Provo Municipal,Utah County,UT,Checkpoint 1,242
,,PWM,Portland International Jetport,Portland,ME,Terminal 2,592
,,RAP,Rapid City Regional,Rapid City,SD,1,112
,,RDM,Roberts Field,Redmond,OR,RDMZ,223
,,RDU,Raleigh-Durham International,RDU Airport,NC,Terminal 1 Checkpoint,391
,,,,,,Terminal 2 Checkpoint,"1,120"
,,RIC,Richmond International,Richmond,VA,RIC Concourse A,23
,,,,,,RIC Concourse B,316
,,RNO,Reno/Tahoe International,Reno,NV,RNO Checkpoint,872
,,ROA,Roanoke/Blacksburg Regional (Woodrum Field),Roanoke,VA,ROA01,17
,,ROC,Frederick Douglass/Greater Rochester International,Rochester,NY,Checkpoint,421
,,ROW,Roswell Air Center,Roswell,NM,Checkpoint 1,57
,,RST,Rochester International,Rochester,MN,Main Checkpoint,31
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/30/2023,11:00,RSW,Southwest Florida International,Fort Myers,FL,Checkpoint B Lower,359
,,,,,,Checkpoint B Upper,32
,,,,,,Checkpoint C Lower,271
,,,,,,Checkpoint C Upper,238
,,,,,,Checkpoint D Lower,185
,,,,,,Checkpoint D Upper,80
,,SAF,Santa Fe Municipal,Santa Fe,NM,Checkpoint 1,34
,,SAN,San Diego International,San Diego,CA,CKPT-2,344
,,,,,,CKPT-3,786
,,,,,,CKPT-5,576
,,,,,,CKPT-6,"1,155"
,,SAT,San Antonio International,San Antonio,TX,SAT01,"1,041"
,,,,,,SAT02,467
,,SAV,Savannah/Hilton Head International,Savannah,GA,SAV-A,406
,,SBA,Santa Barbara Municipal,Santa Barbara,CA,SBA01,215
,,SBD,San Bernardino International,San Bernardino,CA,Checkpoint 1,5
,,SBN,South Bend International,South Bend,IN,A CONC,50
,,SBP,San Luis County Regional,San Luis Obispo,CA,SBP01,153
,,SBY,Salisbury-Ocean City Wicomico Regional,Salisbury,MD,SBY01,51
,,SDF,Louisville Muhammad Ali International,Louisville,KY,SDF-A,354
,,SDY,Sidney-Richland Regional,Sidney,MT,Checkpoint 1,0
,,SEA,Seattle-Tacoma International,Seattle,WA,SCP  IAF,217
,,,,,,SCP 1,338
,,,,,,SCP 2,998
,,,,,,SCP 3,953
,,,,,,SCP 4,918
,,,,,,SCP 5,850
,,SFB,Orlando Sanford International,Sanford,FL,SFB-02,579
,,SFO,San Francisco International,San Francisco,CA,Employee Security Checkpoint D,179
,,,,,,Security Checkpoint A,"1,068"
,,,,,,Security Checkpoint B,923
,,,,,,Security Checkpoint D,"1,327"
,,,,,,Security Checkpoint F-1,"1,302"
,,,,,,Security Checkpoint G,777
,,SGF,Springfield-Branson National,Springfield,MO,Main Checkpoint,167
,,SHV,Shreveport Regional,Shreveport,LA,Checkpoint SHV01,107
,,SIT,Sitka Rocky Gutierrez,Sitka,AK,SIT-01,48
,,SJC,Norman Y Mineta San Jose International,San Jose,CA,Terminal A,534
,,,,,,Terminal B North,290
,,SJU,Luis Munoz Marin International,San Juan,PR,Checkpoint 5,408
,,,,,,Checkpoint BC,"1,393"
,,SLC,Salt Lake City International,Salt Lake City,UT,International,8
,,,,,,Main,"1,822"
,,SMF,Sacramento International,Sacramento,CA,Central B,737
,,,,,,Terminal A,264
,,SNA,John Wayne/Orange County,Santa Ana,CA,CKPT A,550
,,,,,,CKPT B,506
,,,,,,CKPT C,506
,,SRQ,Sarasota/Bradenton International,Sarasota,FL,SRQ B,425
,,STL,St Louis Lambert International,St Louis,MO,T1-A,280
,,,,,,T1-C,160
,,,,,,T2-E,439
,,,,,,T2-F,258
,,STS,Charles M Schulz - Sonoma County,Santa Rosa,CA,STS01,64
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/30/2023,11:00,STT,Cyril E King,St Thomas,VI,STT B,401
,,,,,,STT C,36
,,STX,Henry E Rohlsen,Christiansted,VI,STX-B,5
,,SUN,Friedman Memorial,Hailey,ID,SUN-Ckpt,28
,,SWF,New York Stewart International,New  Windor,NY,Main Checkpoint,0
,,SYR,Syracuse Hancock International,North Syracuse,NY,Central,421
,,TBN,Waynesville-St Robert Regional Forney Field,Ft. Leonard Wood,MO,Gate 1 Hold Area,11
,,TEX,Telluride Regional,Telluride,CO,TEXZ,6
,,TLH,Tallahassee International,Tallahassee,FL,TLH A,77
,,TPA,Tampa International,Tampa,FL,TPA A,664
,,,,,,TPA C,971
,,,,,,TPA E,631
,,,,,,TPA F,418
,,TRI,Tri-Cities,Blountville,TN,TRI-A,16
,,TTN,Trenton Mercer,Mercer,NJ,767,125
,,TUL,Tulsa International,Tulsa,OK,Central Checkpoint,409
,,TUS,Tucson International,Tucson,AZ,ACP,175
,,,,,,BCP,628
,,TVC,Cherry Capital,Traverse City,MI,TVC1,388
,,TVF,Thief River Falls Regional,Thief River Falls,MN,Checkpoint,12
,,TYS,Mc Ghee Tyson,Alcoa,TN,Checkpoint 1,172
,,VEL,Vernal Regional,Vernal,UT,VELZ,14
,,VPS,Eglin AFB/Destin-Ft Walton Beach,Eglin Air Force Base,FL,VPS-A,257
,,,,,,VPS-C,126
,,WRG,Wrangell,Wrangell,AK,WRG-01,17
,,XNA,Northwest Arkansas National,Bentonville,AR,Checkpoint 2,246
,,XWA,Williston Basin International,Williston,ND,Main Checkpoint,17
,,YAK,Yakutat,Yakutat,AK,YAK-01,17
,12:00,ABE,Lehigh Valley International,Allentown,PA,ABE Main Terminal,166
,,ABI,Abilene Regional,Abilene,TX,ABIA,0
,,ABQ,Albuquerque International Sunport,Albuquerque,NM,Checkpoint for A/B Gates,757
,,ABY,Southwest Georgia Regional,Albany,GA,ABY-A,17
,,ACK,Nantucket Memorial,Nantucket,MA,Main Terminal - 1,133
,,ACV,California Redwood Coast-Humboldt County,McKinleyville,CA,ACV01,20
,,ACY,Atlantic City International,Pleasantville,NJ,Overflow Checkpoint,80
,,AGS,Augusta Regional at Bush Field,Augusta,GA,AGS-1,42
,,AIA,Alliance Municipal,Alliance,NE,Alliance,3
,,ALB,Albany International,Albany,NY,Main Checkpoint,372
,,ALW,Walla Walla Regional,Walla Walla,WA,ALW Main,60
,,AMA,Rick Husband Amarillo International,Amarillo,TX,AMA30,34
,,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,803
,,ASE,Aspen-Pitkin County/Sardy Field,Aspen,CO,Checkpoint 1,113
,,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,F Arrival Checkpoint,67
,,,,,,F Departure Checkpoint,452
,,,,,,Lower North Checkpoint,201
,,,,,,Main Checkpoint,"1,535"
,,,,,,New T North Checkpoint,892
,,,,,,T South Checkpoint,"1,516"
,,ATW,Appleton International,Appleton,WI,Checkpoint,139
,,AUS,Austin-Bergstrom International,Austin,TX,AUS01,"1,135"
,,,,,,AUS02E,294
,,,,,,AUS02W,525
,,,,,,AUS03,252
,,AVL,Asheville Regional,Fletcher,NC,AVL-A,397
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/30/2023,12:00,AVP,Wilkes-Barre/Scranton International,Avoca,PA,Checkpoint,48
,,AZO,Kalamazoo/Battle Creek International,Kalamazoo,MI,Main,44
,,BDL,Bradley International,Windsor Locks,CT,A1,410
,,BET,Bethel,Bethel,AK,BET-01,89
,,BFL,Meadows Field,Bakersfield,CA,BFL01,86
,,BGR,Bangor International,Bangor,ME,Checkpoint 2,90
,,BHM,Birmingham-Shuttlesworth International,Birmingham,AL,Central,203
,,BIL,Billings Logan International,Billings,MT,BILM,145
,,BIS,Bismarck Municipal,Bismarck,ND,Checkpoint A,60
,,BLI,Bellingham International,Bellingham,WA,BLIZ,179
,,BLV,Scott AFB/Midamerica St Louis,Mascoutah,IL,Checkpoint A,42
,,BMI,Central Illinois Regional/Bloomington-Normal,Bloomington,IL,Checkpoint A,2
,,BNA,Nashville International,Nashville,TN,BNA Central,"2,985"
,,BOI,Boise Air Terminal/Gowen Field,Boise,ID,BOI-Ckpt,991
,,BOS,General Edward Lawrence Logan International,East Boston,MA,A1,841
,,,,,,B1,890
,,,,,,B5,726
,,,,,,C2,952
,,,,,,E2,367
,,BTR,"Baton Rouge Metropolitan, Ryan Field",Baton Rouge,LA,BTR01,43
,,BTV,Burlington International,South Burlington,VT,Main Checkpoint,96
,,BUF,Buffalo Niagara International,Cheektowaga,NY,Main Checkpoint,632
,,BUR,Bob Hope,Burbank,CA,BUR01,398
,,,,,,BUR02,41
,,BWI,Baltimore/Washington International Thurgood Marshall,BWI Airport,MD,A Checkpoint,372
,,,,,,B Checkpoint,724
,,,,,,C Checkpoint,354
,,,,,,D/E Checkpoint,393
,,BZN,Bozeman Yellowstone International,Belgrade,MT,BZNZ,357
,,CAE,Columbia Metropolitan,West Columbia,SC,CAE-A,92
,,CAK,Akron-Canton Regional,North Canton,OH,Main,237
,,CDV,Merle K (Mudhole) Smith,Cordova,AK,Checkpoint CDV-01,38
,,CHA,Lovell Field,Chattanooga,TN,CHA-A,39
,,CHO,Charlottesville-Albemarle,Charlottesville,VA,CHO - Checkpoint,82
,,CHS,Charleston AFB/International,Charleston,SC,Checkpoint,664
,,CID,The Eastern Iowa,Cedar Rapids,IA,CID Passenger,204
,,CIU,Chippewa County International,Kincheloe,MI,CIU1,5
,,CKB,North Central West Virginia,Bridgeport,WV,CKB01,54
,,CLE,Cleveland-Hopkins International,Cleveland,OH,Central,310
,,,,,,South,619
,,CLT,Charlotte/Douglas International,Charlotte,NC,A Checkpoint,381
,,,,,,C Checkpoint,913
,,,,,,D Checkpoint,311
,,,,,,E Checkpoint,"1,199"
,,CMH,John Glenn Columbus International,Columbus,OH,A,356
,,,,,,B,189
,,,,,,C,304
,,CNY,Canyonlands Regional,Moab,UT,CNYZ,27
,,COD,Yellowstone Regional,Cody,WY,COD 01,54
,,COS,City Of Colorado Springs Municipal,Colorado Springs,CO,COS Checkpoint,281
,,COU,Columbia Regional,Columbia,MO,Gate 1 Hold Area,63
,,CPR,Casper/Natrona County International,Casper,WY,CPR 01,60
,,CRP,Corpus Christi International,Corpus Christi,TX,CRP01,139
,,CRW,West Virginia International Yeager,Charleston,WV,CRW01,51
Date,"Hour
of
Day",Airport,,City,State,Checkpoint,"Total
Pax +
KCM
PAX"
7/30/2023,12:00,CVG,Cincinnati/Northern Kentucky International,Hebron,KY,T3-MCP,763
,,CWA,Central Wisconsin,Mosinee,WI,Checkpoint,0
,,DAB,Daytona Beach International,Daytona Beach,FL,DAB A,149
,,DAL,Dallas Love Field,Dallas,TX,Checkpoint,"1,151"
,,DAY,James M Cox Dayton International,Dayton,OH,Main,261
,,DCA,Ronald Reagan Washington National,Arlington,VA,Concourse A,522
,,,,,,North Checkpoint,"1,385"
,,,,,,South Checkpoint,810
,,DEN,Denver International,Denver,CO,A Bridge,523
,,,,,,North,"1,635"
,,,,,,South,"1,744"
,,DFW,Dallas-Fort Worth International,DFW Airport,TX,A12,189
,,,,,,A21,392
,,,,,,A35,90
,,,,,,B30,135
,,,,,,B9,125
,,,,,,C10,231
,,,,,,C21,449
,,,,,,C30,201
,,,,,,D18,176
,,,,,,D22,66
,,,,,,D30,202
,,,,,,E16,212
,,,,,,E18,374
,,,,,,E33,361
,,,,,,E8,187
,,DLH,Duluth International,Duluth,MN,Checkpoint 1,20
,,DRO,Durango-La Plata County,Durango,CO,Checkpoint,110
,,DSM,Des Moines International,Des Moines,IA,DSM Passenger (Alpha),538
,,DTW,Detroit Metropolitan Wayne County,Detroit,MI,Blue-1,292
,,,,,,Blue-2,357
,,,,,,Red 1,461
,,,,,,Red 2,448
,,,,,,Red 3,373
,,,,,,Red 6,73
,,DUJ,Dubois Regional,Falls Creek,PA,DUJ-01,5
,,EAT,Pangborn Memorial,East Wenatchee,WA,EAT Main,51
,,ECP,Northwest Florida Beaches International Airport,West Bay,FL,Checkpoint 1,385
,,EGE,Eagle County Regional,Eagle,CO,Checkpoint,12
,,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,344
,,ERI,Erie International/Tom Ridge Field,Erie,PA,Main Terminal,38
,,EUG,Mahlon Sweet Field,Eugene,OR,EUGZ,508
,,EWN,Coastal Carolina Regional,New Bern,NC,Terminal,1
,,EWR,Newark Liberty International,Newark,NJ,CKPT-A1,"1,297"
,,,,,,CKPT-B1,485
,,,,,,CKPT-B2,22
